master_index,y_true,proba_risk,split
142,0,0.5565386254921465,test
147,1,0.1694034000821174,test
148,1,0.2114444728468902,train
149,1,0.1020393736390032,train
153,0,0.4195173107295693,test
157,0,0.7582978315078912,train
161,0,0.8792653956831484,train
162,1,0.1693676837447156,train
167,1,0.4515644496224476,train
168,1,0.1967772204491883,train
169,0,0.7216449671026327,train
171,1,0.4010443737856008,train
173,1,0.6403307922072374,val
175,0,0.5742175058737777,train
178,0,0.6048951399715735,train
181,0,0.4336425793963747,test
188,1,0.1092358663623974,test
189,1,0.2373544344471191,train
190,0,0.9253965806020082,train
193,0,0.4530003036738455,test
194,1,0.1974615443655916,test
195,0,0.2892126782243036,train
197,1,0.2934327557604075,train
199,1,0.1891394645771508,train
202,0,0.4573108370278727,test
203,0,0.395985158405651,train
204,0,0.7686320316573001,test
205,0,0.5944114958698856,train
207,0,0.5576710508635931,train
211,1,0.3819601247129033,train
213,1,0.5807810508880704,train
214,0,0.6077186749720951,train
217,1,0.3822321471410498,train
218,1,0.0653436062618479,test
219,1,0.4565050615242559,test
223,1,0.1355083343904456,val
224,1,0.3877452136576741,train
226,1,0.1894334235181646,train
227,0,0.6879958823523556,train
229,1,0.6180205862236927,train
232,1,0.0977252785355313,train
233,1,0.05449811929619,val
235,0,0.3592219957887838,train
237,0,0.3815891126917381,val
238,0,0.8524918313810184,train
241,1,0.5330160419736987,train
247,0,0.7111031238203792,train
248,1,0.3407731395954811,val
250,0,0.5894955794393615,train
251,1,0.1222135029113985,val
254,0,0.1691904712050449,train
256,0,0.497245484649111,train
261,1,0.0858898697024929,val
263,1,0.313532673473829,val
265,0,0.8170431913658052,train
267,1,0.0966386421303926,train
269,1,0.1673533223233961,val
273,0,0.8952763252952549,val
274,1,0.1155741503591044,train
277,0,0.2691882050817192,test
278,1,0.446757503038492,test
281,1,0.1366361115308086,test
282,0,0.7253426874699489,val
283,1,0.3387911416202432,train
284,0,0.575761639605679,train
285,0,0.257764954962689,train
286,1,0.4672162810910193,train
287,1,0.0797611568179629,train
288,1,0.3058582358485501,train
291,1,0.2687542149631057,train
296,1,0.1744958401541414,train
297,1,0.128368737846494,train
299,1,0.3535330559801088,train
302,1,0.3407862740158551,train
304,1,0.53205885364769,val
314,1,0.2865561527478143,train
315,1,0.5158939961158155,test
318,1,0.1856410972771263,train
325,1,0.4211722078532599,train
329,1,0.3598273293499587,test
332,1,0.6407024842389678,train
333,1,0.4768699002287613,train
335,1,0.2441574131377377,train
337,1,0.1345972625334436,test
339,1,0.3592349063215047,train
340,1,0.3805551510569349,train
342,0,0.4846685605450733,train
344,1,0.4487631882271814,train
345,1,0.708076543968901,test
347,1,0.255799766094844,test
349,1,0.0209577165772355,train
350,0,0.6998078496461908,train
351,1,0.0172773071411653,test
354,1,0.3442156171478043,val
358,1,0.8631351664779117,test
359,1,0.4256485415901847,train
361,1,0.622456833618954,train
362,1,0.3321968879786777,train
364,1,0.1976468127633677,train
365,1,0.3850940081497568,train
367,1,0.2477770140488733,train
368,1,0.0227759382259525,train
369,1,0.1718576864541876,val
371,0,0.3920348212278568,test
372,1,0.2133643531491788,train
374,0,0.3511937923390763,train
376,0,0.2544691837274067,train
377,0,0.7543514586070521,train
379,1,0.2112680890191803,train
381,1,0.748703452674979,test
382,0,0.3391131906444407,val
383,0,0.6359701996678695,train
384,1,0.2097324168926357,train
385,1,0.2502960398521533,val
387,0,0.2981500169759216,test
388,1,0.6439956495061263,train
393,0,0.7079722371164423,train
394,1,0.8553964049231995,train
396,0,0.4865585385752758,train
397,0,0.8277069292377529,train
402,1,0.1345094588312788,train
403,1,0.45498111902055,train
405,1,0.1552491764379815,train
407,0,0.3165693770458639,train
408,1,0.0627646048504201,train
410,0,0.4246846493731965,train
411,1,0.1650373874573547,train
413,0,0.4142348215830566,train
416,1,0.2207747429418635,train
421,1,0.1748277411091432,train
423,1,0.7294167595701162,val
426,1,0.0803313642066538,train
428,1,0.232381664673529,train
429,1,0.0311389312209936,train
430,0,0.617021161773391,train
431,0,0.4055802217419969,test
432,1,0.5907636924845324,train
433,0,0.4103821258089367,train
437,1,0.2774692774523269,train
441,1,0.1453592879792521,train
444,1,0.342787536607703,train
445,1,0.0378127999551429,train
450,1,0.2792287873895249,train
452,0,0.2923668395878923,train
454,0,0.3226502355398808,test
455,1,0.3376845573391395,train
461,0,0.604338983801417,train
462,1,0.1839564218108631,train
467,0,0.6779850448861839,train
469,1,0.3262801602734139,test
474,1,0.92830842108089,val
476,0,0.8685795801644303,train
477,1,0.3160492393110445,train
478,0,0.489920158923802,train
479,1,0.284342092135167,train
482,0,0.3766055493292889,train
485,0,0.4788381520508511,train
486,0,0.8540077879441588,train
487,1,0.6809669913669955,test
489,0,0.4253670603842995,train
493,1,0.1804433225565896,train
494,1,0.5032438835161996,train
496,0,0.43336519743011,train
499,0,0.8544395953142552,train
503,0,0.3397785980493416,train
504,1,0.3033556070674658,train
506,0,0.4270203752316698,test
507,0,0.2426749791228094,train
510,1,0.381737981503517,train
513,0,0.3589043382536102,train
514,1,0.0103030040303186,val
515,1,0.308657675240218,test
522,0,0.1927104755208368,train
524,1,0.3514265822957055,train
528,1,0.4575590628889889,train
530,1,0.4975029711264122,train
533,0,0.6954286304491732,train
536,1,0.3747128989116354,train
538,1,0.4791689238497775,train
539,1,0.0941907613601992,train
541,1,0.2219427076132929,train
542,1,0.0436603895835137,test
544,1,0.7231365966875949,train
548,0,0.6252019875826116,val
549,0,0.7130672745466016,train
550,1,0.2300155304143539,train
553,0,0.5135164154158167,train
554,1,0.1965182754019321,train
555,1,0.1756834564474103,train
556,0,0.7482034389256749,train
557,0,0.6402220220790249,val
558,0,0.5613721864115779,train
559,1,0.3452202023799012,train
560,0,0.8428655409760067,train
561,1,0.5611654511125008,train
562,1,0.3353799883404357,train
564,1,0.1156128967582436,train
565,0,0.8361426884822971,train
566,0,0.4185649155305436,train
567,0,0.7773908238463172,train
570,1,0.3517855097436729,train
572,0,0.2700937321599855,train
574,1,0.3513630960726932,train
575,0,0.7976708945227248,val
576,1,0.0974491858415488,train
578,1,0.1145773555001402,train
579,0,0.6746053324760504,train
580,0,0.8955426969774152,train
581,1,0.1360685467377332,val
582,0,0.6894106351948427,train
585,1,0.1531113850826123,train
586,0,0.4022779403032468,train
589,1,0.5529808669037353,train
591,1,0.2110183686406236,train
592,0,0.3926528426778521,train
593,0,0.4452477836448637,train
598,1,0.2220775933181858,val
599,1,0.11020583958319,train
602,0,0.4366235387241336,train
604,1,0.2313974901653892,train
605,0,0.6757030860906145,train
607,1,0.6139690518062937,train
610,1,0.2114181740467705,train
614,0,0.0988398862388556,val
615,1,0.160972167078331,train
617,0,0.3697736745815982,train
622,0,0.5663140471925863,val
623,1,0.1351858193532995,train
630,0,0.1082034439839845,test
631,1,0.2691223793130705,train
632,1,0.6744124812664452,val
634,1,0.3378484110629575,train
636,1,0.184256187373647,train
640,0,0.5448696733438139,train
641,1,0.5788728399390521,train
642,1,0.7647446408876638,val
644,1,0.4997333025354488,train
645,0,0.6063390796387133,val
647,1,0.1411941030093738,train
648,0,0.3485487493277666,train
649,1,0.1327839779584293,train
650,1,0.0785964730712102,train
653,1,0.3573384827462712,train
655,1,0.207537594542981,train
656,1,0.0634281533365427,train
657,1,0.1185128895752901,train
660,1,0.2178273475081531,train
661,1,0.0740357974540404,train
662,1,0.2008750388281525,train
663,0,0.6189531004273179,train
666,1,0.2568631529236912,train
667,1,0.4284022942436947,train
669,0,0.6684896542259904,train
671,1,0.2492328385793895,train
673,0,0.4605993829114264,train
674,0,0.4783592966827131,train
675,1,0.3261903214147906,train
676,1,0.5941655546112997,val
678,0,0.4127857978041136,val
681,1,0.0455562164167135,train
682,1,0.5685394812443294,test
684,1,0.2707278387852099,train
688,1,0.1469502535091635,val
689,0,0.83656067661243,val
690,1,0.0374722400691823,val
691,0,0.6463357308415876,test
693,1,0.3157491163591219,train
695,1,0.3966489985459406,train
696,0,0.3604097838851094,test
698,1,0.3507252587836582,train
702,1,0.5352765719744432,train
703,0,0.0717659886583125,test
704,1,0.2591670695584374,train
705,1,0.2796269027344723,train
706,1,0.4373520715801157,train
709,1,0.2967118995718498,train
710,1,0.5532802395709912,train
711,1,0.3631935777354749,train
712,1,0.1060783486516825,test
714,1,0.4958551259879724,val
715,1,0.2404357622519225,test
716,1,0.1644574615319114,train
717,0,0.4379967322088213,val
718,1,0.3361300328940598,val
719,1,0.1972488998922916,train
720,1,0.1011610755664674,val
722,1,0.1524781252838872,train
723,1,0.3955387394630387,train
728,1,0.551011325480533,val
733,1,0.624009687253883,test
735,1,0.209022502519696,test
736,0,0.6406833143234351,train
739,1,0.1064926268392215,test
742,0,0.539995457669235,train
743,0,0.5509891651343313,test
747,1,0.4698437371696976,train
748,1,0.7922978378619787,val
749,0,0.3459291923722895,train
750,1,0.0785976090648714,test
751,1,0.1234325579614523,train
754,1,0.1968643948959244,train
755,1,0.2307887622202349,train
757,0,0.7883582767531504,train
758,0,0.6847758395473913,train
759,1,0.2999150393066302,test
760,1,0.0204874472162293,test
761,1,0.6527672833267424,test
764,0,0.5817401027634989,val
767,1,0.1085562492277768,train
770,1,0.4609246582000663,test
771,1,0.1699967969598157,train
775,0,0.7125663595166212,train
776,1,0.0923672698479296,train
777,1,0.5396267614102646,train
778,1,0.8946532604138122,test
780,1,0.055821461945842,train
781,0,0.1404929645107683,train
782,0,0.3147709240952455,train
783,1,0.5236599161684048,train
785,1,0.2040342725513754,val
787,1,0.1961737440889392,train
789,1,0.7204653682639403,val
792,0,0.7049506927008964,train
793,0,0.4379176452682779,train
794,0,0.7453734558933509,val
795,0,0.6780301207148174,train
796,1,0.6805478893033103,val
799,1,0.2638024625603768,train
803,1,0.2351383659637612,train
804,1,0.0839709779438914,train
807,1,0.096571844807961,train
808,1,0.2875175418439494,train
809,1,0.560728119140437,train
810,1,0.5274075196484783,train
812,1,0.3765849537915646,val
813,0,0.8595104313351233,val
814,1,0.1571113273884645,train
815,1,0.5016436275192673,train
817,0,0.4403708126766288,test
820,1,0.6407517434010953,val
821,0,0.8129150058600556,train
823,1,0.2367683472599459,train
824,1,0.1336943707770813,train
826,1,0.1884977438404972,val
829,0,0.3873327779306752,val
831,0,0.5282977839808076,train
833,1,0.2266668419748162,val
834,1,0.074643194649823,train
835,0,0.4757100438913495,train
837,1,0.2892155720366681,train
838,0,0.8155866667794672,train
839,1,0.0587991376135235,train
840,1,0.0213892176578454,train
843,1,0.0915764770424285,train
845,0,0.6694719188780317,train
846,1,0.0462471948114836,val
847,1,0.3504993586717235,train
848,0,0.0979238134129442,test
849,1,0.0897387290442484,train
851,1,0.0398935846735339,train
854,0,0.3259891600281799,val
855,1,0.2515055333739212,train
858,0,0.4193189088575551,train
860,0,0.8095542522736204,train
861,1,0.2843809186622736,val
863,1,0.2059953515834396,train
864,1,0.2310221661135414,train
865,1,0.1522210153228557,train
867,0,0.1816041741074446,train
869,1,0.1730578460688774,train
870,1,0.4223023717121809,train
873,1,0.1500685635476779,train
875,0,0.9837165825013768,val
878,1,0.1735369446528256,train
880,1,0.2992066238947558,train
882,0,0.9319010668643462,train
884,1,0.4096475807084134,train
886,0,0.9140665229944988,test
891,0,0.9193826073825024,val
895,0,0.8755809168806142,train
901,0,0.7315632645226688,train
903,0,0.5952980008703845,val
904,1,0.9143524791185532,val
909,0,0.5148158236040916,val
911,1,0.3379972516436053,train
912,1,0.2758882040847332,test
916,0,0.6041678074025192,train
917,0,0.5548398872404804,train
921,1,0.2632759127698664,val
924,1,0.2309417498043147,val
926,1,0.6192072796252097,train
927,0,0.4373663521482351,train
928,1,0.2947656213836919,val
929,1,0.082004709639324,train
930,0,0.42056928316249,train
933,1,0.3183728945171988,train
934,0,0.3655634947439204,train
940,1,0.0961609982335975,train
941,1,0.1724320166529899,train
942,1,0.1656012275832694,train
944,1,0.3558260564090468,train
945,1,0.119992885387858,train
946,0,0.8645325143250732,val
947,0,0.9072317679236852,train
949,0,0.7877451155904067,train
951,1,0.1021476889726259,train
952,0,0.848387303714093,train
957,1,0.5430462418782717,test
961,0,0.599487330409775,train
963,0,0.7277470270520761,train
965,0,0.5415549444130492,train
966,0,0.5298434014045269,train
968,0,0.8317923118607393,train
969,1,0.0996798658508634,train
971,1,0.1534661618379089,train
973,1,0.4286757613263484,train
974,0,0.5194612186631823,train
976,1,0.0110469102628518,train
977,1,0.400045262335767,test
980,0,0.8452656683802234,train
981,1,0.2118122005242325,train
985,1,0.0539895710879858,train
987,0,0.0529062126689841,train
988,1,0.0506201956495593,train
990,1,0.4885592655716455,train
993,1,0.6192915702809172,train
994,1,0.7207564281700265,test
995,1,0.2038486982315528,train
996,1,0.3435919431915052,val
998,1,0.6333334016511294,train
1004,0,0.6716804684253137,train
1006,0,0.6974536488474554,train
1009,1,0.2889935415219572,train
1012,0,0.4135032808941031,train
1014,0,0.8039787803980628,test
1015,1,0.2635222602376781,train
1019,1,0.4368105014094019,val
1020,1,0.1194947562203345,test
1021,1,0.7872123141500534,train
1022,1,0.1195799379080778,train
1024,1,0.1838094954426083,val
1028,1,0.4221031059604623,test
1030,0,0.7553870790991065,train
1032,0,0.6766158652854595,train
1033,0,0.5030837907915457,val
1035,1,0.2203727884470357,train
1036,1,0.7629766021251103,test
1039,1,0.4507773239184134,train
1041,0,0.7889458567739039,test
1042,0,0.4571793675314758,train
1045,1,0.649939600283765,train
1046,1,0.3015775936650089,train
1050,1,0.3391846996138745,train
1051,1,0.3192615815505587,train
1052,1,0.183876121613248,train
1054,1,0.4576466171949539,train
1056,0,0.422150320831989,train
1057,0,0.4945423755687601,train
1058,1,0.252838055232053,train
1061,1,0.6801060514861902,test
1062,1,0.046075366374475,train
1063,1,0.1116859170188214,train
1064,0,0.7308283166016388,train
1067,1,0.5213945360905625,train
1071,1,0.4962315664717943,train
1073,1,0.1395265850826663,train
1074,1,0.3753517518538983,train
1075,0,0.7144874736542207,train
1076,1,0.6015415863355071,test
1077,0,0.5512581573430873,train
1078,0,0.710452950522825,test
1079,0,0.5483788102022331,train
1082,0,0.2581894951548956,train
1083,0,0.4636320680361282,test
1085,1,0.196226691838103,train
1086,1,0.5749588940541228,val
1091,1,0.074241752463069,test
1092,0,0.8600520075186792,val
1093,1,0.421211428629419,train
1096,0,0.864027387758002,val
1097,0,0.2990223243242208,train
1098,0,0.712104774938681,train
1099,0,0.5281887922838444,train
1104,1,0.0721514372780959,test
1105,1,0.0238617082892432,train
1106,0,0.5324158083923947,test
1110,1,0.213567369552325,train
1111,1,0.2303995422700044,test
1112,0,0.3116909817351746,test
1113,1,0.0586612395802511,val
1114,1,0.210547067172072,train
1115,1,0.1370323569942455,test
1118,0,0.3554791972847876,train
1120,1,0.1373317269398022,train
1123,1,0.6001935939199644,train
1125,0,0.3490463764751306,train
1126,0,0.3955034655729676,train
1128,1,0.2823803566239213,train
1129,0,0.5775605599936656,train
1131,1,0.1375005209035222,train
1132,0,0.5525432277600936,train
1137,0,0.2956807253596307,test
1138,1,0.1435568663220453,train
1140,0,0.4606675612301288,train
1142,0,0.4783009942368783,test
1143,1,0.3689508548083274,test
1144,1,0.2748290207630617,train
1146,1,0.5758745875958147,train
1150,1,0.1356481680169973,train
1153,1,0.101811425290452,val
1155,1,0.0757217791047345,train
1156,0,0.6410729739326897,train
1157,0,0.3311521677466753,train
1160,1,0.2718930899901384,test
1161,1,0.3626210528950271,train
1164,1,0.3234869198534852,test
1165,1,0.1581767366956787,train
1166,0,0.5044449163094997,train
1168,0,0.5499737396276358,train
1169,0,0.6393538954020859,train
1173,1,0.121379596207982,train
1174,1,0.5541150171054762,train
1178,0,0.3326066735443659,train
1179,1,0.408232569718171,train
1181,0,0.7682747390422673,train
1182,0,0.5212784259950651,val
1184,0,0.9881075230336976,val
1185,1,0.3798533730498989,train
1186,1,0.3881783286628839,test
1187,0,0.4256599136736803,test
1188,1,0.3722631975779784,train
1189,1,0.145062602930025,train
1190,1,0.4583191147392677,train
1192,1,0.017590298117633,val
1195,0,0.2811185692385979,train
1196,0,0.4840139770444897,train
1197,1,0.2492659750118947,train
1198,0,0.2474866838803968,train
1200,1,0.0995838475406289,train
1201,0,0.6382466234201651,train
1202,0,0.3218041003845479,train
1205,1,0.3905336330638471,train
1209,0,0.4630163728935464,train
1211,0,0.649649901520291,val
1212,0,0.7083258875261398,train
1213,0,0.6699991853287863,train
1214,0,0.376663851361305,val
1218,1,0.2458807870074543,val
1224,0,0.6702269280993023,test
1228,1,0.1323408471111608,train
1230,1,0.2953893635153209,train
1231,0,0.7112605113328883,train
1232,0,0.4499659470745509,train
1234,1,0.2730168341406301,train
1236,0,0.4891866402155868,train
1237,1,0.2095120865871333,test
1238,0,0.830061794498741,train
1241,1,0.3387920881030768,test
1242,0,0.4317023390294712,test
1246,1,0.4669047409373738,val
1248,1,0.2769357697020972,test
1249,1,0.3235234803761762,train
1252,1,0.2055957714869749,test
1254,0,0.2312791585725611,test
1255,0,0.5389815298491613,train
1256,1,0.0667359906424703,train
1261,1,0.0204650405754033,train
1264,1,0.3357997131690127,train
1268,1,0.1485694663545717,train
1275,1,0.1207038685602138,val
1277,1,0.1916720683064928,train
1279,1,0.535572756977059,train
1281,1,0.1902183014983517,train
1282,1,0.1109995955127938,val
1284,1,0.3835364648084937,train
1286,0,0.4432313593717114,test
1287,0,0.2558539379824565,train
1288,1,0.2488888404812932,train
1290,1,0.0032173301691751,train
1291,0,0.9423101553418574,train
1292,1,0.0775996758951635,train
1293,1,0.2755739015618588,train
1295,1,0.1420443130569583,train
1296,1,0.0997590460557128,train
1300,1,0.1304801891139602,train
1302,0,0.8124257874036018,train
1305,0,0.8128754787029063,train
1310,0,0.5387608295915001,test
1313,1,0.0764383051421453,train
1317,0,0.074878410402416,test
1318,0,0.2676483277285648,train
1323,1,0.4244108383321879,val
1324,0,0.4952332635904494,train
1325,0,0.4487340042161334,test
1328,1,0.6326446620192934,test
1329,0,0.8018379889088447,train
1330,0,0.2727308913708194,test
1334,1,0.7658607678819725,val
1335,0,0.8825953445533264,train
1336,1,0.0416246409080024,train
1339,1,0.3020002026447226,train
1340,1,0.1808963016957885,test
1341,1,0.0469680108888664,train
1342,0,0.4509753613630273,train
1345,0,0.3459400816770023,train
1346,1,0.4988437458286865,test
1347,0,0.4123140886847218,train
1350,1,0.1030699368314743,train
1351,1,0.1643087668551929,train
1352,0,0.1853875661432573,test
1353,1,0.2237531151106314,train
1355,1,0.1724337669571138,train
1356,1,0.2406187028594492,train
1358,1,0.9999966907653616,val
1360,1,0.6439962596550713,train
1361,1,0.0765607028719954,train
1364,1,0.362859583724307,test
1365,1,0.0592972232060825,train
1366,0,0.6194573147400106,train
1369,1,0.1411809788027096,val
1371,1,0.3351079240522873,train
1372,0,0.362830090513808,val
1374,0,0.6131105571125368,train
1375,1,0.1330691758619524,train
1377,1,0.4280916570847061,train
1380,1,0.3143903601760076,train
1381,0,0.670473102565804,train
1382,0,0.6627734285382154,train
1383,1,0.596156585564363,test
1385,0,0.285394846012033,train
1386,0,0.8847669580424037,train
1387,0,0.6850834188488535,train
1389,0,0.5445635651447287,val
1390,0,0.5261842591195498,train
1391,0,0.5100346252516981,test
1392,1,0.0048550138295117,train
1394,1,0.0160765740271813,train
1396,1,0.3591531260781434,val
1397,1,0.0878772515766008,train
1402,1,0.399446191266862,test
1403,0,0.4858918271571762,train
1407,0,0.6587576300743021,val
1411,0,0.7387707572745106,train
1412,0,0.6542448256273659,val
1413,1,0.744748796020821,train
1414,0,0.6649697843640537,train
1416,0,0.4488753373671881,test
1418,0,0.6735312086605916,train
1423,0,0.7089694521990221,train
1424,0,0.7849450778725051,test
1425,1,0.3297736658641076,val
1426,1,0.1339054855837335,train
1427,1,0.2767452692374288,test
1428,1,0.2601697208688911,train
1431,0,0.0848216710652682,test
1432,0,0.5772413941192385,train
1433,1,0.2494970887801275,train
1434,1,0.3348836151152364,train
1435,0,0.4992942475853436,train
1442,0,0.9538304807632836,test
1443,1,0.1030464212136491,train
1446,1,0.1104184355907662,train
1449,0,0.0916330938625955,test
1451,0,0.6138573007947568,train
1453,1,0.4872941142003573,train
1455,1,0.1434094583536478,val
1456,1,0.2558229492108105,train
1459,0,0.5588822827394873,train
1460,1,0.0450046663464596,train
1462,1,0.3039964280690609,val
1464,0,0.7391017442071381,train
1465,1,0.3012144948343186,train
1466,1,0.2424429328879108,train
1467,1,0.1127892447465496,train
1468,1,0.1277742955848609,train
1469,0,0.7799302320354059,train
1470,1,0.22114970068228,train
1471,1,0.2816002897418203,val
1472,1,0.0545610901805702,train
1473,0,0.7109939766673712,train
1474,1,0.2373522656964576,train
1476,1,0.2707704459201554,train
1477,0,0.6726428885322862,train
1478,0,0.6854800754762258,train
1480,0,0.6047085112660245,train
1481,1,0.153116621336968,train
1482,0,0.3580645521660561,test
1484,0,0.7191691939390185,train
1486,1,0.1075274662787378,train
1488,1,0.6781057511549847,train
1489,0,0.1924566970804406,train
1493,0,0.8020295972582334,train
1495,1,0.1200666320899408,train
1496,1,0.0762774855713156,val
1497,1,0.3090602628313084,train
1498,1,0.1155278378035967,train
1501,1,0.7623721222120184,train
1503,0,0.6735478493397455,train
1504,1,0.55561955743166,train
1505,1,0.0562066942715885,train
1506,0,0.9404773136424835,train
1509,1,0.2958408521427405,train
1510,0,0.5503350236415576,train
1512,0,0.45799919066667,test
1513,0,0.3048775604820303,val
1514,1,0.162097227183003,val
1517,1,0.0688886486392168,train
1518,0,0.4753733025130692,train
1520,1,0.4336256197732447,train
1524,1,0.1475398398437789,val
1526,0,0.4845147013372981,train
1528,0,0.6037140903029008,train
1529,1,0.3759970903828588,test
1531,1,0.0881988000696174,train
1532,1,0.3104419944660087,train
1534,0,0.1793988053939716,val
1536,1,0.3825890587300165,train
1537,1,0.2569796129179694,train
1540,1,0.372743910029347,test
1541,0,0.6483239900785946,train
1542,1,0.5543805673231237,train
1545,1,0.4975347918096032,train
1546,1,0.2381243377333711,val
1547,1,0.2950188086648462,test
1548,1,0.2669148116324874,train
1550,1,0.1934440995190033,train
1551,0,0.6510013936037924,train
1552,1,0.4008940003224633,val
1554,1,0.4212214511969354,train
1555,0,0.2409151296963959,train
1556,1,0.4531738079948726,val
1557,1,0.7339532288290437,val
1559,0,0.8756088032320469,val
1561,1,0.3196271698087725,train
1562,1,0.5706001804666128,train
1563,0,0.4812403499918918,val
1567,0,0.620373346392346,train
1569,1,0.1898968559655095,train
1570,1,0.2585537729716837,val
1571,1,0.1893459191597649,test
1574,0,0.6461441179248384,train
1578,1,0.3843981267516831,val
1580,1,0.407796198975407,train
1581,0,0.5344599756750793,train
1583,1,0.4481757268257981,train
1584,0,0.9234623174647864,train
1585,1,0.528217735567081,train
1586,1,0.2221402363867153,train
1588,0,0.6493071727863489,test
1589,1,0.8645347054054098,train
1590,1,0.1358868220048916,train
1591,1,0.3271022819885744,train
1592,0,0.2769046403969996,val
1593,0,0.4601358556976019,train
1596,1,0.4313816231780061,train
1602,1,0.3264250190359995,train
1604,0,0.2327976564505015,train
1607,1,0.1085882224999513,train
1610,0,0.4974324750147474,val
1612,0,0.4692343708821002,train
1613,1,0.1483319776039348,train
1619,1,0.0626495347017939,train
1622,1,0.1604756252105729,train
1626,0,0.4862311286930322,train
1628,1,0.4261003476958536,train
1630,0,0.4886322196991309,train
1631,0,0.7393356609468058,train
1632,1,0.2732033090489821,train
1633,0,0.7620467442111757,train
1634,1,0.2233875316827853,train
1642,1,0.0700624465672417,val
1645,0,0.4347795559526615,train
1647,0,0.2395566611343952,val
1648,1,0.4748731121286169,train
1650,1,0.5516093797625925,train
1651,0,0.5576928011020521,train
1652,1,0.644730298784713,train
1655,1,0.2541414106325002,train
1656,0,0.4488395217578,val
1657,1,0.31019564218575,val
1658,1,0.3063696966837703,train
1659,0,0.6029511473597221,train
1660,1,0.260065128593102,val
1661,0,0.408832675241352,train
1662,1,0.6964399227475861,val
1663,1,0.2359732391096178,train
1664,1,0.0649925055983606,train
1666,0,0.2829101270781476,train
1667,1,0.2585161977675485,train
1669,0,0.6071397310829671,train
1671,0,0.4157299666114619,train
1672,1,0.2228789867733011,train
1675,0,0.8675812566521381,test
1676,0,0.6861557583629265,train
1678,1,0.162782120425588,train
1682,1,0.2207040106284963,train
1685,0,0.520345667435016,test
1688,1,0.8005267443448552,train
1689,0,0.3368912839016137,test
1690,0,0.2274860592444492,train
1693,1,0.0620521941415641,train
1695,0,0.2682425527837091,train
1696,0,0.428713356971213,test
1698,1,0.1559312609954232,train
1699,1,0.8105668188098055,val
1702,1,0.0873253489638169,train
1704,1,0.929640434210744,test
1705,0,0.6622517992568284,train
1707,1,0.236415711029112,val
1708,1,0.0388786826067171,test
1709,1,0.1579662019021809,train
1710,0,0.9032991430252406,train
1711,0,0.4801436636814132,train
1714,0,0.6663151374425225,val
1715,1,0.4561065791685682,train
1716,1,0.3551990274328708,val
1720,1,0.1878526428750222,train
1722,1,0.188510832575549,val
1723,1,0.3723708732652733,train
1724,1,0.1161887864119152,train
1725,1,0.3899098755093251,train
1727,1,0.469928247316182,val
1729,1,0.1857998270217037,train
1730,1,0.1915757228063144,train
1732,1,0.1227278015498894,train
1734,1,0.2126006625385936,train
1735,0,0.7041275238048504,train
1737,0,0.8744894745558832,train
1739,0,0.5074783023248285,train
1741,0,0.3093916484068355,train
1742,1,0.1258738704030552,test
1746,0,0.7169851263006557,train
1747,0,0.7606132484241502,train
1750,0,0.4352019020300408,val
1753,1,0.0742073458411749,test
