Master Index,split,y_true,XGBoost,InceptionTime,MiniRocket,Transformer,SoftVote,WeightedVote,Stacking,recommended_proba,recommended_flag
54,train,1,0.28210060000000003,0.38923287,0.168868723090819,0.0073648095,0.21189175064770474,0.32207546098451123,0.2247231368074531,0.2247231368074531,0
56,train,1,0.19737990000000005,0.506212,0.1816702865873815,0.029953599,0.2288039463968454,0.347781998523205,0.2753522283430619,0.2753522283430619,0
58,train,1,0.21150760000000002,0.32635403,0.3605589511207125,0.005896628,0.22607930228017817,0.3436405394658707,0.21294048112126726,0.21294048112126726,0
59,train,0,0.87300679,0.5770879,0.8395160029861354,0.9762611,0.8164679482465338,1.2410312813347315,0.8186531331124934,0.8186531331124934,1
61,train,1,0.17432654000000003,0.4392151,0.2524140162032814,0.028328538,0.22357104855082036,0.339827993797247,0.2437624024352011,0.2437624024352011,0
62,val,1,0.5599642,0.5103615,0.4181145357543547,0.065231144,0.3884178449385887,0.5903951243066549,0.4878709495180637,0.4878709495180637,1
64,val,1,0.24563455999999995,0.4863964,0.4195431970862977,0.020982802,0.2931392397715744,0.44557164445279307,0.3440027240029298,0.3440027240029298,0
66,train,0,0.6700527700000001,0.554113,0.6242608879193048,0.016356409,0.46619576672982616,0.7086175654293358,0.6289796842258488,0.6289796842258488,1
69,test,0,0.4752598,0.5049531,0.6966964622380014,0.029076755,0.4264965293095004,0.6482747245504407,0.5378218100713317,0.5378218100713317,1
71,train,1,0.16691166000000002,0.26325214,0.537522062539953,0.019841313,0.2468817938849883,0.37526032670518217,0.20592810861821648,0.20592810861821648,0
77,train,1,0.09726559999999995,0.5809246,0.6053218091620893,0.015899181,0.3248527975405223,0.49377625226159394,0.4176161489711107,0.4176161489711107,1
78,train,0,0.958278425,0.8910492,0.9300186030032768,0.9891105,0.9421141820008192,1.4320135566412453,0.9425039585969541,0.9425039585969541,1
81,test,1,0.18383510000000003,0.5197818,0.2024191726166814,0.0045407414,0.22764420350417036,0.34601918932633896,0.2838280607872462,0.2838280607872462,0
82,train,0,0.7159132699999999,0.56329614,0.5271836305242975,0.9708928,0.6943214601310744,1.0553686193992329,0.6894169262131923,0.6894169262131923,1
83,train,1,0.23464680000000004,0.61431414,0.1881804962926337,0.008646548,0.2614469960731584,0.39739943403120076,0.3656087454879123,0.3656087454879123,0
85,test,0,0.4093996,0.55961174,0.5981280882081899,0.057100534,0.40605999055204745,0.6172111856391121,0.5259555167614063,0.5259555167614063,1
87,train,1,0.41754097,0.828378,0.6863457060965829,0.9640423,0.7240767440241457,1.1005966509167013,0.8009583285806231,0.8009583285806231,1
89,test,1,0.26955150000000005,0.48185682,0.3922464745634336,0.03626865,0.2949808611408584,0.4483709089341048,0.3423231975871416,0.3423231975871416,0
90,train,0,0.7708665100000001,0.5643633,0.5633615259146502,0.85698795,0.6888948214786625,1.047120128647567,0.7113587548019006,0.7113587548019006,1
93,train,1,0.10291740000000005,0.2855381,0.2737369143892941,0.0076158643,0.16745206967232354,0.2545271459019318,0.1506458560887458,0.1506458560887458,0
95,train,1,0.11834860000000003,0.4722841,0.27772800263081,0.014556646,0.2207293371577025,0.3355085924797078,0.2525638694959916,0.2525638694959916,0
96,train,1,0.13447326000000004,0.35754162,0.170295891224293,0.006491065,0.16720045905607325,0.25414469776523135,0.17098893359960227,0.17098893359960227,0
99,val,1,0.17221814000000002,0.21620108,0.3083493439760789,0.017887473,0.17866400924401973,0.27156929405091,0.14226300640588066,0.14226300640588066,0
100,train,1,0.37213737,0.49857643,0.6276312770768149,0.022186875,0.38013298801920375,0.5778021417891896,0.4679723752992614,0.4679723752992614,1
101,train,1,0.17893314000000005,0.38736942,0.213018611522028,0.06510115,0.21110558038050703,0.3208804821783707,0.20831168490685895,0.20831168490685895,0
103,train,1,0.09408249999999996,0.12243097,0.1786231560375726,0.010946572,0.10152079950939313,0.15431161525427756,0.08299333136931984,0.08299333136931984,0
104,val,1,0.09264945999999996,0.47050244,0.544543615844207,0.020743966,0.28210987046105174,0.4288070031007986,0.31425117828010374,0.31425117828010374,0
105,test,1,0.29293020000000003,0.42963535,0.315820971265877,0.01944679,0.2644583278164693,0.4019766582810333,0.2907128788855649,0.2907128788855649,0
107,train,0,0.6341591,0.34603372,0.3997775119719566,0.956817,0.5841968329929892,0.8879791861493436,0.4456566170134914,0.4456566170134914,1
109,train,1,0.25204813000000004,0.41363972,0.3747476802987126,0.01650381,0.26423483507467815,0.4016369493135108,0.2821400338012261,0.2821400338012261,0
111,train,0,0.86980201,0.8380624,0.7896488466540391,0.97868407,0.8690493316635097,1.3209549841285348,0.9083049109612746,0.9083049109612746,1
112,val,1,0.26706379999999996,0.4166769,0.3674452809645083,0.012640655,0.2659566589911271,0.40425412166651314,0.28690316869284543,0.28690316869284543,0
114,train,0,0.70347458,0.832707,0.7710614391932527,0.96432173,0.8178911872983132,1.243194604693436,0.8785360695975685,0.8785360695975685,1
115,train,1,0.11782970000000004,0.27844903,0.3990755684210273,0.004494667,0.19996224135525684,0.30394260685999036,0.17289095979130487,0.17289095979130487,0
116,val,0,0.6576198,0.53195345,0.8030911009574617,0.042794764,0.5088647787393654,0.7734744636838355,0.6632612056154956,0.6632612056154956,1
118,train,0,0.5286177000000001,0.50415087,0.6811541105606898,0.025566459,0.43487228489017243,0.6610058730330621,0.5531712910317803,0.5531712910317803,1
121,train,0,0.6300282500000001,0.49808627,0.5300446324158992,0.006707549,0.4162166753539748,0.6326493465380417,0.5381889760683527,0.5381889760683527,1
125,train,0,0.88047793,0.9399746,0.8907294015891736,0.9886087,0.9249476578972934,1.4059204400038858,0.9415927384579791,0.9415927384579791,1
126,train,1,0.21096473999999998,0.2674589,0.2878799617754735,0.0053718686,0.19291886759386837,0.2932366787426799,0.16843134603699353,0.16843134603699353,0
127,train,1,0.27972779999999997,0.48826224,0.5134840412308284,0.052715063,0.33354728605770706,0.5069918748077148,0.3890152853324946,0.3890152853324946,0
128,train,0,0.7248243,0.8174881,0.7644850456658476,0.9616906,0.8171220114164619,1.242025457353022,0.8758516488655432,0.8758516488655432,1
130,train,1,0.22810580000000003,0.6295509,0.256493350181719,0.04150909,0.2889147850454297,0.4391504732690532,0.3984365319298379,0.3984365319298379,0
131,train,1,0.09462254999999997,0.1449372,0.1914569808037773,0.0034175515,0.10860857057594431,0.16508502727543536,0.09003875398107616,0.09003875398107616,0
132,test,1,0.3148193,0.44499257,0.6240587041877532,0.037301064,0.3552929095469383,0.5400452225113461,0.40217083847932183,0.40217083847932183,1
134,train,0,0.92735698,0.90442777,0.9009079101390778,0.98741645,0.9300272775347694,1.4136414618528494,0.9400338230046242,0.9400338230046242,1
135,train,1,0.18339450000000002,0.59289736,0.309542902558134,0.012926102,0.27469021613953354,0.41752912853209095,0.3673934425897182,0.3673934425897182,0
139,train,1,0.18517039999999996,0.39110622,0.2464984225753972,0.0047861338,0.20689029409384932,0.31447324702265095,0.21629171100949632,0.21629171100949632,0
142,test,0,0.59085324,0.42673707,0.6473585595577076,0.005509615,0.4176146211394269,0.634774224131929,0.5023736777588652,0.5023736777588652,1
147,test,1,0.41021353000000005,0.16781066,0.2273442568435492,0.004096091,0.2023661344608873,0.30759652438054874,0.1568123396893983,0.1568123396893983,0
148,train,1,0.1199055,0.28404495,0.2603438364003421,0.004246354,0.1671351601000855,0.25404544335213,0.1511435899302798,0.1511435899302798,0
149,train,1,0.1635316,0.7466363,0.1350950373949231,0.029645145,0.26872702059873077,0.40846507131007076,0.42676290289921553,0.42676290289921553,1
153,test,0,0.20555440000000003,0.5879514,0.5065597642912854,0.037837386,0.33447573757282134,0.5084031211106884,0.43590452245085926,0.43590452245085926,1
157,train,0,0.8134365100000001,0.7757329,0.8201041407866948,0.9740546,0.8458320376966737,1.2856646972989443,0.8845674618569609,0.8845674618569609,1
161,train,0,0.93211196,0.746374,0.907744046928772,0.9877782,0.893502051732193,1.3581231186329332,0.9047056414243065,0.9047056414243065,1
162,train,1,0.12119440000000004,0.38126117,0.2266692085561644,0.010514677,0.18490986388904107,0.2810629931113425,0.19045204282896205,0.19045204282896205,0
167,train,1,0.13756000000000002,0.49936974,0.5395442334722699,0.0305928,0.3017666933680675,0.45868537391946257,0.3505079680149411,0.3505079680149411,0
168,train,1,0.19252420000000003,0.8012487,0.2522330743108328,0.98190534,0.5569778285777083,0.8466062994381165,0.5930478949183627,0.5930478949183627,1
169,train,0,0.6498214600000001,0.62257075,0.7914465237911786,0.9458027,0.7524103584477946,1.143663744840648,0.7728016033414066,0.7728016033414066,1
171,train,1,0.29574155999999996,0.3740757,0.4916297888163355,0.3502639,0.3779277372040839,0.5744501605502075,0.3235684406173083,0.3235684406173083,0
173,val,1,0.5316799999999999,0.69601476,0.7233690022711001,0.96080387,0.727966908067775,1.1065097002630182,0.7667161018364301,0.7667161018364301,1
175,train,0,0.6628514,0.54213035,0.6568775830443194,0.03766507,0.47488110076107987,0.7218192731568415,0.6286131114600706,0.6286131114600706,1
178,train,0,0.54177418,0.61966515,0.6906571506708294,0.01734227,0.46735968766770736,0.7103867252549151,0.6509920522208823,0.6509920522208823,1
181,test,0,0.58682433,0.4915888,0.5336381161023374,0.02210766,0.40853972652558435,0.6209803843188882,0.5178783783457962,0.5178783783457962,1
188,test,1,0.24226344,0.6711527,0.1454313142227288,0.10800731,0.29171369105568223,0.443404810404637,0.4065963895069887,0.4065963895069887,1
189,train,1,0.13084686,0.5017777,0.3157270136671533,0.96127814,0.4774074284167883,0.7256592911935182,0.3480079488056836,0.3480079488056836,0
190,train,0,0.86013277,0.92091316,0.9481154160821776,0.9897402,0.9297253865205444,1.4131825875112276,0.9405018243829131,0.9405018243829131,1
193,test,0,0.30552140000000005,0.7353688,0.55124495369784,0.9628852,0.63875508842446,0.9709077344051793,0.6746204406468692,0.6746204406468692,1
194,test,1,0.34816194,0.42229605,0.2550828441373854,0.62832665,0.4134668710343463,0.6284696439722064,0.3274323324291573,0.3274323324291573,0
195,train,0,0.6989601,0.5470044,0.3744302833587088,0.9596593,0.6450135208396772,0.9804205516763094,0.6254633474510335,0.6254633474510335,1
197,train,1,0.0516761,0.3085552,0.3715161505050084,0.009957433,0.18542622087625207,0.28184785573190313,0.16691100085346838,0.16691100085346838,0
199,train,1,0.27273696999999997,0.5772493,0.2480515649199423,0.019361734,0.2793498922299856,0.42461183618957804,0.3706569888577321,0.3706569888577321,0
202,test,0,0.43983173,0.54901344,0.5450886173804403,0.022040844,0.38899365784511003,0.5912703599245673,0.509469326181678,0.509469326181678,1
203,train,0,0.59757376,0.6116732,0.4879697515029709,0.03513533,0.4330880103757427,0.6582937757711289,0.605085389538124,0.605085389538124,1
204,test,0,0.8419376199999999,0.58169186,0.8281301483621909,0.9573275,0.8022717820905476,1.2194531087776326,0.8102314511134736,0.8102314511134736,1
205,train,0,0.6769145,0.60458034,0.6787918671504537,0.020456374,0.49518577028761346,0.7526823708371724,0.6850714517032523,0.6850714517032523,1
207,train,0,0.55631882,0.49112162,0.6414397316744416,0.03896165,0.4319604554186104,0.6565798922362878,0.5417609102875023,0.5417609102875023,1
211,train,1,0.24046594,0.4313147,0.4846621209808466,0.009228706,0.29141786674521164,0.4429551574527217,0.32025020176001157,0.32025020176001157,0
213,train,1,0.33294619999999997,0.46804866,0.6799846910273784,0.9387993,0.6049447127568446,0.9195159633904038,0.5145854019205759,0.5145854019205759,1
214,train,0,0.5880603799999999,0.68152195,0.6739453032616853,0.9706964,0.7285560083154213,1.1074051326394403,0.7634018780775693,0.7634018780775693,1
217,train,1,0.10767020000000005,0.49219376,0.4522470514643348,0.013002157,0.2662782921160837,0.4047430040164472,0.30822270249562606,0.30822270249562606,0
218,test,1,0.1871758,0.266578,0.0851663736110415,0.0042940974,0.13580356775276037,0.20642142298419577,0.1296233294169405,0.1296233294169405,0
219,test,1,0.54073858,0.54820913,0.5480423199256796,0.97018826,0.6517945724814199,0.9907277501717583,0.620740490115624,0.620740490115624,1
223,val,1,0.16821306999999996,0.2097523,0.184590329555518,0.004720688,0.1418190968888795,0.2155650272710968,0.12019120065540773,0.12019120065540773,0
224,train,1,0.17608919999999995,0.5490593,0.4798158512280547,0.13000584,0.3337425478070136,0.5072886726666608,0.3918297491324089,0.3918297491324089,0
226,train,1,0.07075876000000003,0.4029047,0.253495837638803,0.006461084,0.18340509540970076,0.2787757450227451,0.19411956842149627,0.19411956842149627,0
227,train,0,0.64284208,0.6304969,0.7690454015606434,0.037338436,0.519930704390161,0.7902946706730445,0.7172403402010444,0.7172403402010444,1
229,train,1,0.262069,0.73774034,0.7036434680424426,0.9792393,0.6706730270106107,1.0194230010561283,0.7051280901030114,0.7051280901030114,1
232,train,1,0.13940257,0.57850075,0.1294406201885781,0.013719559,0.2152658747971445,0.3272041296916597,0.289550365652411,0.289550365652411,0
233,val,1,0.3600738,0.23785965,0.0746969147883076,0.0058775544,0.16962697979707692,0.25783300929155695,0.15020495695019784,0.15020495695019784,0
235,train,0,0.66008136,0.56156904,0.4455756616552955,0.01638025,0.4209015779138239,0.6397703984290123,0.5748837470112484,0.5748837470112484,1
237,val,0,0.40303546,0.6658256,0.4431455353327646,0.0121977925,0.3810510969581912,0.5791976673764505,0.5559695745565696,0.5559695745565696,1
238,train,0,0.77870038,0.7850615,0.8918934677897591,0.9665284,0.8555459369474397,1.3004298241601084,0.8911824633838978,0.8911824633838978,1
241,train,1,0.27046525,0.7135676,0.6336630469886898,0.9740257,0.6479303992471724,0.9848542068557022,0.6709988722482855,0.6709988722482855,1
247,train,0,0.68480575,0.58214086,0.7802439507581226,0.012831211,0.5150054429395307,0.7828082732680866,0.6999536976373855,0.6999536976373855,1
248,val,1,0.26455720000000005,0.36936498,0.4164239317527864,0.00815928,0.26462634793819667,0.4022320488660589,0.2676137639966131,0.2676137639966131,0
250,train,0,0.63404417,0.7234159,0.6757025704585098,0.9542986,0.7468653101146275,1.1352352713742337,0.7990210889220236,0.7990210889220236,1
251,val,1,0.07144799999999996,0.097857065,0.1563448513031958,0.0034308434,0.08227018992579893,0.1250506886872144,0.0723627283994159,0.0723627283994159,0
254,train,0,0.67230946,0.57425517,0.2406116117235416,0.930301,0.6043693104308854,0.9186413518549458,0.5925771279844356,0.5925771279844356,1
256,train,0,0.70337945,0.7352112,0.5907112607773046,0.9630217,0.7480809026943261,1.1370829720953757,0.8056216219171084,0.8056216219171084,1
261,val,1,0.14788853999999996,0.16911416,0.1099798484552743,0.00461787,0.10790010461381858,0.16400815901300422,0.0949581231645121,0.0949581231645121,0
263,val,1,0.19688019999999995,0.49272114,0.3935602856960768,0.01368928,0.27421272642401917,0.4168033441645092,0.3230728048544659,0.3230728048544659,0
265,train,0,0.81529823,0.77787495,0.8654245432981875,0.9616835,0.8550703058245469,1.2997068648533114,0.891106873711118,0.891106873711118,1
267,train,1,0.10732109999999995,0.21859334,0.1256914303838641,0.0049216747,0.114131886270966,0.17348046713186835,0.10555246551859611,0.10555246551859611,0
269,val,1,0.26740222999999996,0.2412858,0.2270416794525086,0.0040738583,0.18495089193812714,0.28112535574595326,0.15817913334825415,0.15817913334825415,0
273,val,0,0.88663546,0.9382714,0.924534931177018,0.991578,0.9352549477942546,1.4215875206472668,0.9442616366673471,0.9442616366673471,1
274,train,1,0.15709543000000004,0.4429226,0.1465338024681751,0.01804328,0.19114877811704375,0.2905461427379065,0.21587953104481777,0.21587953104481777,0
277,test,0,0.3775528,0.6155999,0.3414924955359003,0.024868667,0.33987846563397506,0.5166152677636421,0.4724246548441067,0.4724246548441067,1
278,test,1,0.34883509999999995,0.38014996,0.543447574545148,0.018107414,0.322635012136287,0.49040521844715623,0.3394269065026704,0.3394269065026704,0
281,test,1,0.07791424000000002,0.11182649,0.1777960408605831,0.004696846,0.09305840421514577,0.14144877440702158,0.07826254362989112,0.07826254362989112,0
282,val,0,0.75471507,0.57511425,0.7948036880976479,0.20571941,0.582588104524412,0.8855339188771063,0.7340004313755325,0.7340004313755325,1
283,train,1,0.2420721,0.41656995,0.41951201963844,0.006226599,0.27109516715961,0.41206465408260723,0.2921900377981813,0.2921900377981813,0
284,train,0,0.67340124,0.75149345,0.660283505937457,0.96633124,0.7628773589843643,1.1595735856562337,0.820414420418591,0.820414420418591,1
285,train,0,0.61316645,0.58906305,0.3455893335022781,0.035031617,0.39571261262556956,0.6014831711908657,0.5475751654818379,0.5475751654818379,1
286,train,1,0.3499744,0.5471621,0.5540364207322704,0.0070921183,0.3645662597580676,0.5541407148322628,0.4735530215986213,0.4735530215986213,1
287,train,1,0.37798226,0.43045908,0.1063908984578847,0.014064193,0.23222410786447117,0.35298064395399614,0.26337059182940165,0.26337059182940165,0
288,train,1,0.23728930000000004,0.4188707,0.3795794801455391,0.020028591,0.2639420177863848,0.4011918670353049,0.2822982100030661,0.2822982100030661,0
291,train,1,0.21671253000000001,0.36633778,0.3422949917982472,0.004248023,0.2323983311995618,0.3532454634233339,0.23285409117996209,0.23285409117996209,0
296,train,1,0.17838233999999997,0.36860248,0.2244869892779593,0.012988567,0.19611509406948982,0.29809494298562456,0.1980544557221242,0.1980544557221242,0
297,train,1,0.12546265,0.26780918,0.1674939533522712,0.0058743954,0.1416600446880678,0.2153232679258631,0.13110230014650961,0.13110230014650961,0
299,train,1,0.08778240000000004,0.397007,0.438362409819225,0.007135868,0.23257191945480626,0.3535093175713055,0.23638126529964099,0.23638126529964099,0
302,train,1,0.17066157000000004,0.48451257,0.4397448864432548,0.0154953,0.27760358161081367,0.4219574440484369,0.32131794560003774,0.32131794560003774,0
304,val,1,0.27723783,0.6862353,0.6242719000636838,0.7562339,0.5859947325159209,0.8907119934241998,0.6352626392663833,0.6352626392663833,1
314,train,1,0.27654195000000004,0.5976103,0.3606790238597567,0.9331811,0.5420030934649392,0.8238447020667076,0.4929080350974618,0.4929080350974618,1
315,test,1,0.53553894,0.5692667,0.6103352996227118,0.95765144,0.6681980949056779,1.0156611042566306,0.6527687242827058,0.6527687242827058,1
318,train,1,0.11668663999999995,0.28075638,0.2380367789204163,0.0037415028,0.15980532543010406,0.24290409465375817,0.14541167411689343,0.14541167411689343,0
325,train,1,0.2259042,0.26513833,0.5107303455976793,0.0059022903,0.25191879147441976,0.38291656304111815,0.21622693683887545,0.21622693683887545,0
329,test,1,0.5794801,0.83458793,0.4498699043207684,0.9722958,0.7090584335801922,1.077768819041892,0.7967333866725994,0.7967333866725994,1
332,train,1,0.22528190000000003,0.52240056,0.7238209563314879,0.25923413,0.432684386582872,0.6576802676059653,0.47801953791675483,0.47801953791675483,1
333,train,1,0.21353345999999995,0.48562276,0.5724942980765444,0.019796371,0.32286172226913606,0.4907498178490869,0.37765871968838993,0.37765871968838993,0
335,train,1,0.16639539999999997,0.47914588,0.3060110097455031,0.008502662,0.2400137379363758,0.3648208816632912,0.2789276646871973,0.2789276646871973,0
337,test,1,0.2896963,0.33300945,0.172818713130371,0.01462853,0.20253824828259273,0.307858137389541,0.19733314154171605,0.19733314154171605,0
339,train,1,0.27295519999999995,0.54044145,0.445472415285557,0.9240072,0.5457190663213892,0.8294929808085116,0.47173621199853444,0.47173621199853444,1
340,train,1,0.32555442999999995,0.6891202,0.4633281382802647,0.96062243,0.6096562995700662,0.9266775753465005,0.6209952094437734,0.6209952094437734,1
342,train,0,0.64231583,0.70218635,0.5814597367272303,0.96131456,0.7218191191818076,1.0971650611563475,0.7689562676090832,0.7689562676090832,1
344,train,1,0.29754440000000004,0.523315,0.5426803478093485,0.19399518,0.3893837319523371,0.5918632725675524,0.44370260577761067,0.44370260577761067,1
345,test,1,0.77984269,0.8759999,0.7905195413384293,0.9837028,0.8575162328346073,1.303424673908603,0.9067997706802956,0.9067997706802956,1
347,test,1,0.2467237,0.5538237,0.3256571315706072,0.9622467,0.5221128078926518,0.7936114679968308,0.4360925453186781,0.4360925453186781,1
349,train,1,0.1549992,0.63160837,0.0271108127469342,0.9829985,0.44917922068673355,0.682752415443835,0.3693175351112046,0.3693175351112046,0
350,train,0,0.6867845699999999,0.5922766,0.7616344581868639,0.988351,0.7572616570467159,1.1510377187110084,0.7610412071537679,0.7610412071537679,1
351,test,1,0.04479449999999996,0.1711093,0.0210254082583886,0.0043765903,0.06032644963959714,0.09169620345218765,0.07371572462616546,0.07371572462616546,0
354,val,1,0.47672342999999995,0.53152025,0.4261045533186001,0.027682602,0.36550770882965006,0.555571717421068,0.47143825819784363,0.47143825819784363,1
358,test,1,0.6614143299999999,0.7898325,0.9037263182280162,0.9588412,0.828453587057004,1.259249452326646,0.8746396651701573,0.8746396651701573,1
359,train,1,0.12372696000000005,0.5110435,0.5323365379855469,0.054163456,0.30531761349638675,0.46408277251450786,0.3536455393711838,0.3536455393711838,0
361,train,1,0.29504280000000005,0.5842487,0.7207181529814435,0.9848084,0.6462045132453609,0.9822308601329486,0.6096448296396528,0.6096448296396528,1
362,train,1,0.23917679999999997,0.6044346,0.4222350282619548,0.033707082,0.3248883775654887,0.49383033389954284,0.435007909655886,0.435007909655886,1
364,train,1,0.22022819999999999,0.45816806,0.2481010634803829,0.011392534,0.2344724643700957,0.35639814584254553,0.26759130561379024,0.26759130561379024,0
365,train,1,0.3711451,0.66138333,0.4575230594746808,0.9212967,0.6028370473686703,0.9163123120003787,0.6122165826560564,0.6122165826560564,1
367,train,1,0.33518755,0.47068253,0.3241107918786605,0.005633652,0.28390363096966514,0.431533519073891,0.33568595762906467,0.33568595762906467,0
368,train,1,0.10396450000000002,0.28891975,0.0306367544614958,0.009680748,0.10830043811537395,0.16461666593536842,0.11557081418911973,0.11557081418911973,0
369,val,1,0.2449175,0.5649434,0.2160494608053583,0.014894962,0.2602013307013396,0.3955060226660361,0.34120065163680763,0.34120065163680763,0
371,test,0,0.4546724,0.6444474,0.4792597662853344,0.9622186,0.6351495415713336,0.9654273031884271,0.6403368683880253,0.6403368683880253,1
372,train,1,0.40283334000000004,0.47817293,0.2753834916501163,0.009244859,0.2914086551625291,0.44294115584704424,0.35165074569702337,0.35165074569702337,0
374,train,0,0.6373226000000001,0.69886035,0.4393496170831289,0.9702836,0.6864540417707823,1.043410143491589,0.7310171825830488,0.7310171825830488,1
376,train,0,0.65794507,0.544526,0.3368432096053679,0.10493511,0.411062347401342,0.6248147680500398,0.5317081742026925,0.5317081742026925,1
377,train,0,0.78250493,0.7654899,0.813848673530708,0.9861249,0.8369921008826771,1.2722279933416691,0.8752788294694195,0.8752788294694195,1
379,train,1,0.20720536,0.27271688,0.2702138320412648,0.008011162,0.1895368085103162,0.28809594893568063,0.1668703760099277,0.1668703760099277,0
381,test,1,0.381815,0.5211059,0.7985182508198367,0.2894526,0.4977229377049592,0.7565388653115379,0.5664485063364636,0.5664485063364636,1
382,val,0,0.42313330000000005,0.78513116,0.4258073249471011,0.9555252,0.6473992462367752,0.9840468542798985,0.7140413193453586,0.7140413193453586,1
383,train,0,0.7526916,0.72312146,0.711815104430148,0.9865926,0.7935551911075369,1.2062038904834562,0.8358634566367609,0.8358634566367609,1
384,train,1,0.1533253,0.41496333,0.271756383217237,0.011550307,0.21289883005430926,0.3236062216825501,0.2270038504417407,0.2270038504417407,0
385,val,1,0.23288149999999996,0.33005476,0.3220440706676145,0.054109633,0.23477249091690364,0.35685418619369347,0.21476524011468534,0.21476524011468534,0
387,test,0,0.28541976,0.50742704,0.3701575427251566,0.012496889,0.29387530793128913,0.4466904680555595,0.35897655322848954,0.35897655322848954,0
388,train,1,0.45605664999999995,0.6086458,0.7178748424863017,0.9786467,0.6903059981215754,1.0492651171447946,0.6856260293472193,0.6856260293472193,1
393,train,0,0.659125,0.73069143,0.7710682499131938,0.9644229,0.7813268949782983,1.1876168803670137,0.8281667983196537,0.8281667983196537,1
