Master_Index,split,prob_at_risk,true_label
648,train,0.7046979,0
649,train,0.22036608,1
650,train,0.16279742,1
653,train,0.4410235,1
655,train,0.432861,1
656,train,0.33130357,1
657,train,0.64964324,1
660,train,0.51291686,1
661,train,0.38708386,1
662,train,0.21706508,1
663,train,0.566937,0
666,train,0.5749976,1
667,train,0.46904543,1
669,train,0.7408037,0
671,train,0.19558915,1
673,train,0.7139132,0
674,train,0.56080765,0
675,train,0.4771088,1
681,train,0.2055089,1
684,train,0.24042517,1
693,train,0.45515424,1
695,train,0.50902975,1
698,train,0.5758197,1
702,train,0.65611506,1
704,train,0.2734058,1
705,train,0.24592638,1
706,train,0.6855386,1
709,train,0.44688025,1
710,train,0.5708676,1
711,train,0.6373369,1
716,train,0.12627941,1
719,train,0.42245248,1
722,train,0.5578264,1
723,train,0.5558165,1
736,train,0.58318186,0
742,train,0.59758127,0
747,train,0.43964866,1
749,train,0.6071648,0
751,train,0.28406808,1
754,train,0.20672427,1
755,train,0.42503774,1
757,train,0.97414476,0
758,train,0.6952642,0
767,train,0.1784931,1
771,train,0.23442633,1
775,train,0.6912535,0
776,train,0.12513076,1
777,train,0.53457767,1
780,train,0.23264538,1
781,train,0.51547915,0
782,train,0.7040779,0
783,train,0.58894914,1
787,train,0.51658297,1
792,train,0.6622365,0
793,train,0.77908504,0
795,train,0.7281124,0
799,train,0.59862036,1
803,train,0.48927796,1
804,train,0.21820186,1
807,train,0.21775225,1
808,train,0.49941635,1
809,train,0.780126,1
810,train,0.7082174,1
814,train,0.25124115,1
815,train,0.3914474,1
821,train,0.8498693,0
823,train,0.30054358,1
824,train,0.27665436,1
831,train,0.74461687,0
834,train,0.32274255,1
835,train,0.7254884,0
837,train,0.56138533,1
838,train,0.69363576,0
839,train,0.17350452,1
840,train,0.20401324,1
843,train,0.37112927,1
845,train,0.4812261,0
847,train,0.29787958,1
849,train,0.14295715,1
851,train,0.3174603,1
855,train,0.5470287,1
858,train,0.52884746,0
860,train,0.6938799,0
863,train,0.6165715,1
864,train,0.21218656,1
865,train,0.3810013,1
867,train,0.6312678,0
869,train,0.1839216,1
870,train,0.58162445,1
873,train,0.26157343,1
878,train,0.1941212,1
880,train,0.3408178,1
882,train,0.7396933,0
884,train,0.69430244,1
895,train,0.75253326,0
901,train,0.4688037,0
911,train,0.36604714,1
916,train,0.71992856,0
917,train,0.771535,0
926,train,0.5461599,1
927,train,0.71551454,0
929,train,0.1066482,1
930,train,0.48236585,0
933,train,0.39680848,1
934,train,0.7947993,0
940,train,0.3286677,1
941,train,0.18640818,1
942,train,0.1848239,1
944,train,0.5477496,1
945,train,0.27885705,1
947,train,0.93214107,0
949,train,0.74793303,0
951,train,0.6283446,1
952,train,0.8617499,0
961,train,0.6851991,0
963,train,0.8494217,0
965,train,0.6036624,0
966,train,0.6898318,0
968,train,0.5550704,0
969,train,0.34574562,1
971,train,0.428611,1
973,train,0.673662,1
974,train,0.7597974,0
976,train,0.63640696,1
980,train,0.9290199,0
981,train,0.3584395,1
985,train,0.25181493,1
987,train,0.36583963,0
988,train,0.10072273,1
990,train,0.40248016,1
993,train,0.80350834,1
995,train,0.2956339,1
998,train,0.556508,1
1004,train,0.57489216,0
1006,train,0.70838577,0
1009,train,0.29165792,1
1012,train,0.708165,0
1015,train,0.29573026,1
1021,train,0.74478346,1
1022,train,0.4324807,1
1030,train,0.6682129,0
1032,train,0.6427807,0
1035,train,0.24545664,1
1039,train,0.83959025,1
1042,train,0.5944254,0
1045,train,0.78417253,1
1046,train,0.4830373,1
1050,train,0.4188476,1
1051,train,0.5034602,1
1052,train,0.34014052,1
1054,train,0.6954982,1
1056,train,0.5319312,0
1057,train,0.6928592,0
1058,train,0.3008894,1
1062,train,0.13572921,1
1063,train,0.34509566,1
1064,train,0.7349408,0
1067,train,0.8287042,1
1071,train,0.8138165,1
1073,train,0.2213993,1
1074,train,0.42669898,1
1075,train,0.58439904,0
1077,train,0.51236576,0
1079,train,0.55503,0
1082,train,0.41833657,0
1085,train,0.15568596,1
1093,train,0.3657804,1
1097,train,0.47361594,0
1098,train,0.74850464,0
1099,train,0.73461074,0
1105,train,0.11630207,1
1110,train,0.27173862,1
1114,train,0.3787624,1
1118,train,0.34130532,0
1120,train,0.41416726,1
1123,train,0.7582056,1
1125,train,0.6325874,0
1126,train,0.533983,0
1128,train,0.43135205,1
1129,train,0.54040325,0
1131,train,0.33197215,1
1132,train,0.6342141,0
1138,train,0.12422136,1
1140,train,0.4958292,0
1144,train,0.43449256,1
1146,train,0.65175426,1
1150,train,0.18755874,1
1155,train,0.2926884,1
1156,train,0.7108866,0
1157,train,0.8038629,0
1161,train,0.61265236,1
1165,train,0.40699583,1
1166,train,0.7008066,0
1168,train,0.5103229,0
1169,train,0.77478385,0
1173,train,0.17253281,1
1174,train,0.71104866,1
1178,train,0.59517896,0
1179,train,0.46848744,1
1181,train,0.684976,0
1185,train,0.45064396,1
1188,train,0.32914227,1
1189,train,0.29256532,1
1190,train,0.5515239,1
1195,train,0.6013428,0
1196,train,0.64987624,0
1197,train,0.47547185,1
1198,train,0.5254037,0
1200,train,0.19295684,1
1201,train,0.7458481,0
1202,train,0.4368046,0
1205,train,0.5125972,1
1209,train,0.53322405,0
1212,train,0.7740569,0
1213,train,0.5588843,0
1228,train,0.52677333,1
1230,train,0.66846204,1
1231,train,0.5799499,0
1232,train,0.54461265,0
1234,train,0.6107837,1
1236,train,0.751371,0
1238,train,0.9671018,0
1249,train,0.47911608,1
1255,train,0.7299463,0
1256,train,0.3204749,1
1261,train,0.1308696,1
1264,train,0.56098694,1
1268,train,0.61223394,1
1277,train,0.5450164,1
1279,train,0.7621562,1
1281,train,0.532008,1
1284,train,0.45777306,1
1287,train,0.7486642,0
1288,train,0.29137808,1
1290,train,0.47087976,1
1291,train,0.8548729,0
1292,train,0.54917574,1
1293,train,0.65907925,1
1295,train,0.27689123,1
1296,train,0.19337703,1
1300,train,0.27018628,1
1302,train,0.6805775,0
1305,train,0.8153066,0
1313,train,0.49152535,1
1318,train,0.51928216,0
1324,train,0.7238108,0
1329,train,0.8012786,0
1335,train,0.81465596,0
1336,train,0.25468922,1
1339,train,0.38132834,1
1341,train,0.4386233,1
1342,train,0.64420414,0
1345,train,0.5334779,0
1347,train,0.49594063,0
1350,train,0.36354944,1
1351,train,0.50565624,1
1353,train,0.2768423,1
1355,train,0.34510675,1
1356,train,0.25236768,1
1360,train,0.712801,1
1361,train,0.28184107,1
1365,train,0.2267572,1
1366,train,0.6358529,0
1371,train,0.38308817,1
1374,train,0.5757137,0
1375,train,0.34191847,1
1377,train,0.6174364,1
1380,train,0.50247014,1
1381,train,0.69014007,0
1382,train,0.8854405,0
1385,train,0.46403414,0
1386,train,0.5731967,0
1387,train,0.55144745,0
1390,train,0.47941405,0
1392,train,0.21940263,1
1394,train,0.5008793,1
1397,train,0.21721824,1
1403,train,0.65687627,0
1411,train,0.58468246,0
1413,train,0.7107998,1
1414,train,0.51832396,0
1418,train,0.7222109,0
1423,train,0.67945135,0
1426,train,0.38284567,1
1428,train,0.47563246,1
1432,train,0.26146853,0
1433,train,0.2124217,1
1434,train,0.51886237,1
1435,train,0.5303864,0
1443,train,0.21646644,1
1446,train,0.4794335,1
1451,train,0.70822203,0
1453,train,0.5762525,1
1456,train,0.5589791,1
1459,train,0.7578167,0
1460,train,0.5113813,1
1464,train,0.4846515,0
1465,train,0.5356834,1
1466,train,0.2963523,1
1467,train,0.53014046,1
1468,train,0.38499415,1
1469,train,0.7909865,0
1470,train,0.30844948,1
1472,train,0.5157036,1
1473,train,0.67783,0
1474,train,0.42631316,1
1476,train,0.39747533,1
1477,train,0.5832523,0
1478,train,0.7638005,0
1480,train,0.68536913,0
1481,train,0.3555784,1
1484,train,0.70776886,0
1486,train,0.15631202,1
1488,train,0.5263456,1
1489,train,0.65661037,0
1493,train,0.8292669,0
1495,train,0.1948441,1
1497,train,0.52830315,1
1498,train,0.27527428,1
1501,train,0.60167855,1
1503,train,0.83816093,0
1504,train,0.64968157,1
1505,train,0.44469586,1
1506,train,0.7543761,0
1509,train,0.30835527,1
1510,train,0.51916325,0
1517,train,0.25102222,1
1518,train,0.6500597,0
1520,train,0.50736547,1
1526,train,0.5821168,0
1528,train,0.80174863,0
1531,train,0.3060357,1
1532,train,0.33519715,1
1536,train,0.78844094,1
1537,train,0.5077593,1
1541,train,0.58488125,0
1542,train,0.5653962,1
1545,train,0.32652652,1
1548,train,0.500502,1
1550,train,0.51813585,1
1551,train,0.6017555,0
1554,train,0.43037915,1
1555,train,0.5602776,0
1561,train,0.26893646,1
1562,train,0.5679615,1
1567,train,0.4948146,0
1569,train,0.5157906,1
1574,train,0.7717812,0
1580,train,0.509237,1
1581,train,0.753374,0
1583,train,0.6447619,1
1584,train,0.8324837,0
1585,train,0.6859214,1
1586,train,0.47699136,1
1589,train,0.72825605,1
1590,train,0.34478614,1
1591,train,0.21432176,1
1593,train,0.73298436,0
1596,train,0.55579484,1
1602,train,0.31387287,1
1604,train,0.3111187,0
1607,train,0.45304075,1
1612,train,0.43394715,0
1613,train,0.50938076,1
1619,train,0.43274397,1
1622,train,0.46969083,1
1626,train,0.53222936,0
1628,train,0.4198742,1
1630,train,0.63422525,0
1631,train,0.686838,0
1632,train,0.21386622,1
1633,train,0.72634673,0
1634,train,0.56808096,1
1645,train,0.5992565,0
1648,train,0.34320712,1
1650,train,0.6036461,1
1651,train,0.7320629,0
1652,train,0.63285375,1
1655,train,0.42019427,1
1658,train,0.39794654,1
1659,train,0.69301146,0
1661,train,0.7320464,0
1663,train,0.3669636,1
1664,train,0.3990774,1
1666,train,0.3752709,0
1667,train,0.4290857,1
1669,train,0.70457375,0
1671,train,0.5983052,0
1672,train,0.1493033,1
1676,train,0.53416556,0
1678,train,0.29497984,1
1682,train,0.572303,1
1688,train,0.5111054,1
1690,train,0.39928502,0
1693,train,0.49878317,1
1695,train,0.3295881,0
1698,train,0.23286329,1
1702,train,0.5077966,1
1705,train,0.781291,0
1709,train,0.38723347,1
1710,train,0.8945959,0
1711,train,0.6427255,0
1715,train,0.49516496,1
1720,train,0.32524168,1
1723,train,0.3446814,1
1724,train,0.5117622,1
1725,train,0.47275174,1
1729,train,0.3855134,1
1730,train,0.18699218,1
1732,train,0.45928246,1
1734,train,0.4274947,1
1735,train,0.727358,0
1737,train,0.8608631,0
1739,train,0.6999883,0
1741,train,0.69519687,0
1746,train,0.60149395,0
1747,train,0.7227519,0
1755,train,0.6661967,1
1758,train,0.33763224,1
1761,train,0.6133684,0
1763,train,0.2204104,0
1767,train,0.524997,0
1775,train,0.33762383,1
1781,train,0.6955776,1
1782,train,0.75613934,0
1783,train,0.36391914,1
1786,train,0.2667694,1
1798,train,0.41565406,1
1799,train,0.5186063,1
1800,train,0.7634941,0
1802,train,0.75271755,0
1803,train,0.7784868,0
1805,train,0.8678306,0
1807,train,0.7044693,0
1810,train,0.4556719,0
1813,train,0.6521226,1
1815,train,0.5362835,1
1816,train,0.5622259,0
1817,train,0.5666857,1
1820,train,0.61265993,1
1821,train,0.6486322,0
1823,train,0.56152093,1
1826,train,0.75573695,0
1828,train,0.41917476,1
1832,train,0.91811454,0
1839,train,0.47100624,0
1844,train,0.5852963,0
1845,train,0.72565,0
1852,train,0.49864662,1
1855,train,0.52691925,1
1858,train,0.46715373,1
1859,train,0.6424887,0
1862,train,0.39126745,1
1863,train,0.64881104,1
1867,train,0.71823454,0
1871,train,0.43296212,1
1872,train,0.43041664,1
1879,train,0.70818317,0
1880,train,0.72951865,0
1884,train,0.33424962,1
1886,train,0.5601038,0
1887,train,0.47478917,0
1888,train,0.6853637,0
1889,train,0.3591445,1
1891,train,0.7451905,0
1900,train,0.553431,1
1902,train,0.7312986,0
1904,train,0.7187764,0
1909,train,0.16138503,1
1919,train,0.68568355,1
1922,train,0.6319119,0
1925,train,0.51969665,1
1930,train,0.44122267,1
1931,train,0.5231435,0
1933,train,0.42018592,1
1934,train,0.95558506,0
1935,train,0.7615791,1
1936,train,0.55957377,1
1942,train,0.56135184,1
1946,train,0.42404187,1
1953,train,0.67571837,0
1955,train,0.5889909,1
1958,train,0.7115732,0
1960,train,0.84768033,0
1966,train,0.86620444,0
1967,train,0.6378601,1
1969,train,0.45631745,1
1981,train,0.575236,0
1983,train,0.5861723,1
1984,train,0.5361491,1
1996,train,0.3211118,1
1998,train,0.40273863,1
2006,train,0.6976963,1
2008,train,0.5204605,0
2009,train,0.39684352,1
2015,train,0.419185,1
2019,train,0.48075178,1
2020,train,0.42829216,1
2023,train,0.73294383,0
2025,train,0.2011856,1
2028,train,0.37113848,1
2029,train,0.55170935,0
2031,train,0.10763499,1
2032,train,0.67946887,0
2034,train,0.46433058,0
2036,train,0.5477639,1
2039,train,0.5503935,1
2044,train,0.8250342,1
2047,train,0.32191068,1
2050,train,0.39192104,1
2054,train,0.6526496,0
2056,train,0.602986,1
2058,train,0.12948966,1
2060,train,0.6532061,0
2064,train,0.55601734,1
2066,train,0.5895297,1
2068,train,0.1636293,1
2069,train,0.4705901,1
2071,train,0.56831825,0
2072,train,0.76335937,0
2074,train,0.695261,1
2079,train,0.25354898,1
2085,train,0.53247046,0
2090,train,0.3529889,1
2094,train,0.48509496,1
2095,train,0.33068788,1
2096,train,0.6633667,0
2100,train,0.808642,0
2106,train,0.48294735,0
2108,train,0.5332468,0
2109,train,0.6238039,1
2112,train,0.5038574,0
2114,train,0.8103854,0
2116,train,0.54382,1
2117,train,0.64724773,0
2118,train,0.4692466,1
2120,train,0.6972185,0
2124,train,0.7608801,0
2128,train,0.51726234,1
2131,train,0.4593617,0
2132,train,0.6107849,0
2134,train,0.57918346,0
2141,train,0.7433454,0
2143,train,0.6055738,0
2144,train,0.75242275,0
2151,train,0.8251838,0
2157,train,0.4368209,0
2161,train,0.59674907,0
2165,train,0.6170328,1
2166,train,0.6400407,0
2167,train,0.7675989,0
2168,train,0.71656156,0
2171,train,0.17919259,1
2174,train,0.6552192,0
2176,train,0.3784237,1
2182,train,0.645684,0
2183,train,0.38632542,0
2186,train,0.4741641,1
2193,train,0.58295643,0
2194,train,0.4910705,1
2197,train,0.37742034,1
2205,train,0.7130891,0
2208,train,0.65663785,0
2212,train,0.51356155,1
2215,train,0.7722982,0
2221,train,0.763044,0
2222,train,0.5470762,0
2223,train,0.5814479,1
2225,train,0.51209426,0
2226,train,0.30465823,0
2229,train,0.38798305,0
2231,train,0.32969767,1
2234,train,0.29015252,1
2236,train,0.86381984,1
2237,train,0.28097302,1
2241,train,0.755694,1
2250,train,0.8660975,0
2251,train,0.5258995,0
2255,train,0.32034573,1
2256,train,0.732232,0
2259,train,0.47304168,1
2261,train,0.45973247,0
2262,train,0.63742954,0
2263,train,0.77441275,0
2265,train,0.30895936,1
2270,train,0.2928195,1
2273,train,0.80423146,1
2274,train,0.5026589,1
2279,train,0.49629351,1
2280,train,0.41675034,0
2281,train,0.37316906,0
2285,train,0.6536028,0
2292,train,0.3503722,1
2294,train,0.43782642,1
2296,train,0.54390347,1
2297,train,0.21414648,1
2298,train,0.6828394,0
2299,train,0.6912831,0
2304,train,0.61145175,0
2305,train,0.5044005,1
2308,train,0.5839116,1
2311,train,0.5944001,0
2313,train,0.56199294,1
2314,train,0.7466982,0
2316,train,0.5195749,1
2317,train,0.56934345,1
2318,train,0.7716202,0
2319,train,0.75078607,0
2324,train,0.5276118,0
2331,train,0.40855196,1
2333,train,0.3045403,1
2336,train,0.3140287,1
2340,train,0.56382513,1
2341,train,0.5431774,0
2343,train,0.39802057,0
2345,train,0.5939422,1
2346,train,0.7175355,0
2352,train,0.6213322,0
2353,train,0.42160475,0
2357,train,0.6246992,0
2361,train,0.5156929,0
2367,train,0.6173471,0
2371,train,0.67593914,0
2372,train,0.74345607,0
2373,train,0.60242736,0
2376,train,0.18709387,1
2379,train,0.673096,0
2380,train,0.18133682,1
2384,train,0.49770507,1
2387,train,0.2052573,1
2392,train,0.5649935,1
2394,train,0.6850998,1
2396,train,0.50530714,1
2397,train,0.60486525,0
2398,train,0.68906754,0
2400,train,0.73724115,0
2405,train,0.5541436,1
2408,train,0.46135738,0
2411,train,0.45125973,1
2416,train,0.4999365,0
2421,train,0.19803183,1
2424,train,0.5766065,0
2426,train,0.47920176,1
2428,train,0.8975737,0
2432,train,0.5201639,0
2434,train,0.82554495,1
2436,train,0.26716012,1
2439,train,0.58506995,0
2442,train,0.734019,0
2445,train,0.5596437,0
2446,train,0.49086952,1
2448,train,0.31803322,1
2450,train,0.6697893,1
2451,train,0.72474885,1
2455,train,0.5054279,0
2456,train,0.36656016,1
2459,train,0.42955878,0
2460,train,0.4550584,1
2466,train,0.19528522,1
2470,train,0.72799987,0
2479,train,0.4391905,1
2490,train,0.6073488,1
2491,train,0.6468685,0
2494,train,0.7977077,0
2497,train,0.41920605,1
2499,train,0.46190175,1
2500,train,0.6914169,0
2502,train,0.59175944,1
2507,train,0.43839738,0
2509,train,0.52641183,1
2518,train,0.6061145,0
2520,train,0.52697396,1
2522,train,0.5850399,1
2523,train,0.86728,1
2535,train,0.3163805,1
2538,train,0.5348127,1
2539,train,0.53086835,1
2549,train,0.697031,0
2561,train,0.5191186,1
2563,train,0.660473,0
2564,train,0.6317925,1
2570,train,0.377823,1
2575,train,0.5483723,1
2581,train,0.6829092,0
2582,train,0.7607445,0
2584,train,0.56674236,0
2588,train,0.58520186,0
2589,train,0.45601013,1
2590,train,0.779195,0
2599,train,0.736293,1
2607,train,0.46715158,0
2611,train,0.6704674,1
2613,train,0.9037092,1
2614,train,0.48882785,1
2622,train,0.5878561,1
2623,train,0.39016613,1
2639,train,0.35430968,1
2643,train,0.51595587,1
2644,train,0.5871486,0
2646,train,0.8062902,1
2650,train,0.5484543,0
2657,train,0.32965204,0
2659,train,0.7818109,0
2660,train,0.59864193,0
2661,train,0.80620235,0
2672,train,0.6385459,0
2673,train,0.61008024,0
2674,train,0.5707796,0
2679,train,0.4748689,1
2681,train,0.7854746,1
2682,train,0.54473937,1
2687,train,0.29472116,1
2688,train,0.5726848,1
2689,train,0.7592178,0
2692,train,0.12479706,1
2697,train,0.62834555,0
2700,train,0.20269367,1
2701,train,0.37495542,1
2704,train,0.5771378,1
2705,train,0.8612349,0
2711,train,0.7252673,0
2713,train,0.34179482,1
2717,train,0.23959152,1
2718,train,0.81403476,0
2719,train,0.6260143,0
2721,train,0.51166445,1
2724,train,0.46972778,1
2725,train,0.52034765,1
2730,train,0.7090458,0
2735,train,0.79672986,0
2741,train,0.5571516,1
2744,train,0.24220756,1
2745,train,0.49698883,1
2746,train,0.4549296,1
2749,train,0.29204327,1
2750,train,0.29723662,1
2753,train,0.5925997,1
2759,train,0.42436323,1
2764,train,0.4109898,1
2767,train,0.55117065,0
2775,train,0.4087735,1
2778,train,0.13897304,1
2780,train,0.9250238,0
2788,train,0.71339977,1
2790,train,0.14264782,1
2791,train,0.5672937,1
2792,train,0.5798906,0
2794,train,0.29780158,1
2795,train,0.64536244,0
2796,train,0.8214265,0
2797,train,0.64855343,0
2798,train,0.52689815,1
2799,train,0.44117188,0
2812,train,0.40163136,0
2815,train,0.4389624,1
2825,train,0.6598958,1
2828,train,0.45962548,1
2832,train,0.5169487,0
2834,train,0.5111586,1
2836,train,0.6018822,1
2837,train,0.6431299,0
2838,train,0.35343057,1
2839,train,0.27513716,1
2840,train,0.3773372,1
2843,train,0.36524144,1
2844,train,0.489987,1
2845,train,0.52501863,1
2854,train,0.26502913,1
2855,train,0.64595747,0
2857,train,0.74391216,0
2858,train,0.9568184,0
2861,train,0.2905307,1
2862,train,0.44037038,1
2863,train,0.76297975,0
2865,train,0.61700565,0
2866,train,0.74652785,0
2869,train,0.17853145,1
2870,train,0.56192046,0
2871,train,0.81706965,0
2872,train,0.71988726,0
2874,train,0.20114183,1
2877,train,0.5434861,0
2878,train,0.18967807,1
2880,train,0.74087846,0
2882,train,0.23013982,1
2886,train,0.34009433,1
2891,train,0.5201117,0
2894,train,0.579467,0
2897,train,0.562205,1
2902,train,0.5334139,0
2907,train,0.77709925,1
2908,train,0.7581424,0
2910,train,0.35864905,1
2913,train,0.64630336,1
2914,train,0.47681236,1
2917,train,0.64280474,0
2918,train,0.56408495,0
2921,train,0.51416254,1
2925,train,0.5226639,0
2929,train,0.5059017,1
2930,train,0.5927269,1
2931,train,0.1587198,1
2933,train,0.5658075,1
2934,train,0.65323323,0
2935,train,0.5297274,1
2937,train,0.61549026,0
2941,train,0.79737836,0
2945,train,0.17482209,1
2947,train,0.57257956,1
2951,train,0.6933211,0
2952,train,0.40536964,1
2957,train,0.5167475,1
2958,train,0.27532548,1
2961,train,0.63952273,1
2964,train,0.4944974,1
2968,train,0.49017265,1
2975,train,0.3151485,1
2977,train,0.57758504,1
2981,train,0.6013284,0
2983,train,0.30185556,1
2988,train,0.3678303,1
2992,train,0.3434968,1
2996,train,0.5656482,1
2997,train,0.5746175,0
3000,train,0.5605939,1
3003,train,0.5916728,1
3004,train,0.5819392,1
3008,train,0.508426,1
3011,train,0.78370035,0
3013,train,0.43093348,1
3016,train,0.56594133,0
3019,train,0.35637078,1
3023,train,0.8761391,0
3024,train,0.46993667,1
3030,train,0.5897709,0
3031,train,0.7021069,1
3038,train,0.52581483,0
3042,train,0.47593468,0
3044,train,0.56778306,1
3046,train,0.70964426,0
3047,train,0.9554197,0
3049,train,0.71260005,1
3051,train,0.71106094,0
3057,train,0.3062126,1
3063,train,0.57040274,0
3066,train,0.41389585,1
3067,train,0.668335,0
3069,train,0.32466146,1
3071,train,0.19169317,1
3072,train,0.97230554,0
3073,train,0.61194944,1
3074,train,0.24923083,1
3078,train,0.51121986,0
3080,train,0.24985822,1
3085,train,0.5697076,1
3086,train,0.48718625,0
3088,train,0.5965654,1
3092,train,0.5000626,1
3095,train,0.82762873,1
3098,train,0.27635074,1
3099,train,0.67397606,0
3100,train,0.50539404,0
3101,train,0.7167387,0
3104,train,0.7140348,1
3105,train,0.70722616,0
3106,train,0.4462723,1
3108,train,0.5780755,1
3109,train,0.5089024,0
3113,train,0.5348453,0
3121,train,0.70973176,0
3122,train,0.3189703,1
3123,train,0.5992706,0
3128,train,0.1538018,1
3130,train,0.6513089,1
3134,train,0.6395983,0
3139,train,0.40365696,1
3140,train,0.5916014,0
