master_id,p_at_risk
337,0.01462853
339,0.9240072
340,0.96062243
342,0.96131456
344,0.19399518
345,0.9837028
347,0.9622467
349,0.9829985
350,0.988351
351,0.0043765903
354,0.027682602
358,0.9588412
359,0.054163456
361,0.9848084
362,0.033707082
364,0.011392534
365,0.9212967
367,0.005633652
368,0.009680748
369,0.014894962
371,0.9622186
372,0.009244859
374,0.9702836
376,0.10493511
377,0.9861249
379,0.008011162
381,0.2894526
382,0.9555252
383,0.9865926
384,0.011550307
385,0.054109633
387,0.012496889
388,0.9786467
393,0.9644229
394,0.94984764
396,0.7544888
397,0.9618058
402,0.2212649
403,0.0627678
405,0.0039850473
407,0.011544585
408,0.0073714256
410,0.95816696
411,0.01645106
413,0.8384527
416,0.96846056
421,0.033245087
423,0.015085101
426,0.006156683
428,0.9671698
429,0.012380362
430,0.6469451
431,0.036078393
432,0.015907407
433,0.9822443
437,0.009786189
441,0.010317326
444,0.08182746
445,0.0074997544
450,0.005140662
452,0.9845656
454,0.007718146
455,0.004435241
461,0.6384667
462,0.42585212
467,0.96178985
469,0.015752316
474,0.9898826
476,0.97208965
477,0.0069616437
478,0.9496134
479,0.006819606
482,0.45073944
485,0.97143435
486,0.9869891
487,0.9666026
489,0.068829656
493,0.030036032
494,0.017123997
496,0.9650595
499,0.9868593
503,0.7080604
504,0.01794672
506,0.016624749
507,0.015339673
510,0.019757688
513,0.23479998
514,0.033173323
515,0.08896077
522,0.0042022467
524,0.010293245
528,0.956593
530,0.004809499
533,0.9591953
536,0.9614924
538,0.0449934
539,0.0067845583
541,0.0066438913
542,0.0037765503
544,0.9624325
548,0.30071485
549,0.968001
550,0.006836772
553,0.971472
554,0.005481899
555,0.016329885
556,0.95356137
557,0.9615114
558,0.90024126
559,0.034201384
560,0.9602324
561,0.96772134
562,0.91424656
564,0.004391372
565,0.9904756
566,0.036358178
567,0.9787431
570,0.025579274
572,0.035818756
574,0.92525303
575,0.97532624
576,0.018196702
578,0.006902039
579,0.21634823
580,0.98123544
581,0.005020082
582,0.9703406
585,0.0051621795
586,0.86141837
589,0.013668895
591,0.027203858
592,0.10784614
593,0.05457759
598,0.08085418
599,0.004324019
602,0.81393665
604,0.005726397
605,0.9717611
607,0.022594273
610,0.03684956
614,0.2350691
615,0.02163446
617,0.026621819
622,0.96337116
623,0.0064244866
630,0.01050055
631,0.0062816143
632,0.9548093
634,0.011449158
636,0.05769527
640,0.96923816
641,0.02964896
642,0.9461857
644,0.95395976
645,0.9927146
647,0.0053813457
648,0.032441318
649,0.005583048
650,0.0076459646
653,0.009561062
655,0.007281184
656,0.005355239
657,0.4570548
660,0.7570019
661,0.009447932
662,0.005687475
663,0.3044814
666,0.018196344
667,0.01389277
669,0.8876821
671,0.0049922466
673,0.2145471
674,0.864219
675,0.07727665
676,0.96722376
678,0.9568396
681,0.009136796
682,0.0077199936
684,0.0038459897
688,0.0051062107
689,0.98882294
690,0.014687359
691,0.049600482
693,0.025715053
695,0.041994333
696,0.0079984665
698,0.2631476
702,0.9767724
703,0.6453302
704,0.003728509
705,0.006073177
706,0.033473074
709,0.019031465
710,0.91580117
711,0.7828059
712,0.01022023
714,0.9591034
715,0.011372149
716,0.003357768
717,0.020845532
718,0.0063212514
719,0.037168026
720,0.0046804547
722,0.007096231
723,0.025224388
728,0.015730858
733,0.036863685
735,0.0116558075
736,0.08292091
739,0.14007473
742,0.83704
743,0.9636513
747,0.012991965
748,0.9741324
749,0.98414457
750,0.059326112
751,0.004396558
754,0.004277587
755,0.006606281
757,0.9920729
758,0.97050494
759,0.064671576
760,0.0051887035
761,0.007913172
764,0.68648493
767,0.004378617
770,0.011217654
771,0.004309833
775,0.9658822
776,0.0037856698
777,0.07170379
778,0.008660853
780,0.0050931573
781,0.8500689
782,0.0100034475
783,0.02277702
785,0.0066151023
787,0.01703912
789,0.9375441
792,0.9780689
793,0.9636135
794,0.9627828
795,0.9591766
796,0.02807939
799,0.8732723
803,0.01276499
804,0.0032392144
807,0.0061490536
808,0.007935107
809,0.09170812
810,0.10371196
812,0.5735769
813,0.9664796
814,0.005451858
815,0.014799118
817,0.91574913
820,0.97174174
821,0.98859286
823,0.019589365
824,0.0061091185
826,0.015997231
829,0.96653265
831,0.9657521
833,0.0064961314
834,0.008727372
835,0.967345
837,0.036119044
838,0.98036444
839,0.002943039
840,0.0037830472
843,0.0061758757
845,0.044991195
846,0.0034056306
847,0.010874748
848,0.14644986
849,0.0038636327
851,0.0049660206
854,0.010167599
855,0.47870559
858,0.10306442
860,0.98167807
861,0.012476206
863,0.60907304
864,0.007848382
865,0.015280604
867,0.031220555
869,0.0039654374
870,0.013718545
873,0.0061756372
875,0.9288069
878,0.008217335
880,0.0047885776
882,0.9799161
884,0.96874493
886,0.98961955
891,0.9295504
895,0.9683126
901,0.95156753
903,0.9670848
904,0.029718578
909,0.9628775
911,0.021430612
912,0.0058895946
916,0.9769978
917,0.96624756
921,0.0066841245
924,0.010496855
926,0.9684135
927,0.98441404
928,0.015803635
929,0.00359416
930,0.015913308
933,0.8493303
934,0.03649831
940,0.008746922
941,0.005232334
942,0.0037134886
944,0.9715678
945,0.006231904
946,0.99085224
947,0.9909392
949,0.9851502
951,0.7704873
952,0.9880182
957,0.9167779
961,0.95031554
963,0.9665191
965,0.95801705
966,0.15230227
968,0.36388576
969,0.029958427
971,0.0071724057
973,0.97744054
974,0.96935827
976,0.010984361
977,0.009531081
980,0.98742807
981,0.008418977
985,0.009218991
987,0.007265806
988,0.0034876466
990,0.022434115
993,0.9780523
994,0.9574949
995,0.0072948337
996,0.009832263
998,0.96132475
1004,0.02402383
1006,0.9694212
1009,0.0047860146
1012,0.97119397
1014,0.9810249
1015,0.012912273
1019,0.9081039
1020,0.008832991
1021,0.96914977
1022,0.0061987042
1024,0.021099687
1028,0.9560894
1030,0.048428297
1032,0.021924198
1033,0.96604717
1035,0.008541286
1036,0.063277125
1039,0.97039664
1041,0.9804418
1042,0.024177194
1045,0.9748708
1046,0.0119614005
1050,0.00640893
1051,0.013494194
1052,0.016883373
1054,0.9614307
1056,0.36316854
1057,0.96823466
1058,0.009826064
1061,0.8987058
1062,0.0043362975
1063,0.0050133467
1064,0.97526854
1067,0.97176147
1071,0.96140397
1073,0.0077978373
1074,0.009760022
1075,0.040830553
1076,0.21380025
1077,0.96706563
1078,0.96766514
1079,0.04518795
1082,0.008643746
1083,0.017631948
1085,0.02695179
1086,0.009619057
1091,0.0063375235
1092,0.9883515
1093,0.027207136
1096,0.98644006
1097,0.08145809
1098,0.96442777
1099,0.9756206
1104,0.293231
1105,0.0032682419
1106,0.034220934
1110,0.0035929084
1111,0.0075463653
1112,0.13903487
1113,0.1075871
1114,0.009717822
1115,0.0030287504
1118,0.014877558
1120,0.0047931075
1123,0.97036016
1125,0.1727423
1126,0.024392843
1128,0.021497965
1129,0.96027386
1131,0.005387664
1132,0.059466302
1137,0.034120202
1138,0.0035794973
1140,0.04278773
1142,0.94864786
1143,0.0044908524
1144,0.025201142
1146,0.035945415
1150,0.004800439
1153,0.008972704
1155,0.0055958033
1156,0.96692115
1157,0.9699916
1160,0.011643469
1161,0.023221135
1164,0.0133885145
1165,0.03993523
1166,0.95447624
1168,0.049764276
1169,0.9721373
1173,0.0034347177
1174,0.8617087
1178,0.96781284
1179,0.010503173
1181,0.9854952
1182,0.3373028
1184,0.99181676
1185,0.072408676
1186,0.96449333
1187,0.014533401
1188,0.006564975
1189,0.007469833
1190,0.97279924
1192,0.004853785
1195,0.021430016
1196,0.06869125
1197,0.017292678
1198,0.9274013
1200,0.015283942
1201,0.9677603
1202,0.05847293
1205,0.020076215
1209,0.014724374
1211,0.9740993
1212,0.9593259
1213,0.013193965
1214,0.9832409
1218,0.0063896775
1224,0.9533727
1228,0.00821346
1230,0.009007037
1231,0.955327
1232,0.9660803
1234,0.035931468
1236,0.95970714
1237,0.49174476
1238,0.9924569
1241,0.978622
1242,0.9656241
1246,0.01211369
1248,0.0074201226
1249,0.011767328
1252,0.008688033
1254,0.9712129
1255,0.9643142
1256,0.004076481
1261,0.0034286976
1264,0.0074789524
1268,0.017607987
1275,0.033279836
1277,0.008228958
1279,0.9645622
1281,0.011945903
1282,0.0029491186
1284,0.02788496
1286,0.96711695
1287,0.02393794
1288,0.010121226
1290,0.08150995
1291,0.98699164
1292,0.054967523
1293,0.22439635
1295,0.0070549846
1296,0.0071869493
1300,0.008581281
1302,0.9672785
1305,0.9667446
1310,0.96031296
1313,0.04438609
1317,0.55842936
1318,0.0170452
1323,0.013048172
1324,0.97507566
1325,0.02565384
1328,0.9827048
1329,0.94970924
1330,0.03290993
1334,0.96516764
1335,0.9694867
1336,0.009358466
1339,0.97300655
1340,0.0056136847
1341,0.044714212
1342,0.96102315
1345,0.21310467
1346,0.6734407
1347,0.03539151
1350,0.009804666
1351,0.16173786
1352,0.9890083
1353,0.008449435
1355,0.011414111
1356,0.003384173
1358,0.98530126
1360,0.96227217
1361,0.0048455
1364,0.0048180223
1365,0.0036976337
1366,0.62677324
1369,0.003965795
1371,0.0065792203
1372,0.0055909753
1374,0.66943
1375,0.019248724
1377,0.9743856
1380,0.03681308
1381,0.060121
1382,0.9738666
1383,0.96140736
1385,0.0166865
1386,0.51808274
1387,0.83040416
1389,0.99034446
1390,0.9726547
1391,0.96639234
1392,0.005486846
1394,0.011001527
1396,0.007200837
1397,0.0036999583
1402,0.028403342
1403,0.959488
1407,0.96456885
1411,0.9820051
1412,0.97378844
1413,0.94838446
1414,0.036536574
1416,0.042211354
1418,0.568769
1423,0.942422
1424,0.009474635
1425,0.96656126
1426,0.03310007
1427,0.9647031
1428,0.02174294
1431,0.008226454
1432,0.027203739
1433,0.005409479
1434,0.09943664
1435,0.9693798
1442,0.25506997
1443,0.031543195
1446,0.012722015
1449,0.01206398
1451,0.9630398
1453,0.12562752
1455,0.06319219
1456,0.20896989
1459,0.96449995
1460,0.030056596
1462,0.013122499
1464,0.96819854
1465,0.008503675
1466,0.0077120066
1467,0.014731586
1468,0.006091237
1469,0.9691514
1470,0.0039885044
1471,0.9529724
1472,0.022602618
1473,0.96501005
1474,0.0051293373
1476,0.9700387
1477,0.015727162
1478,0.3428045
1480,0.042013466
1481,0.0074548125
1482,0.96521467
1484,0.95920324
1486,0.004205942
1488,0.4406559
1489,0.08184755
1493,0.9725539
1495,0.0046786666
1496,0.003561616
1497,0.018112004
1498,0.0057804585
1501,0.013350785
1503,0.97306526
1504,0.71488047
1505,0.02521813
1506,0.961994
1509,0.0076963305
1510,0.63634276
1512,0.25594896
1513,0.010826826
1514,0.0075656176
1517,0.026844084
1518,0.036407888
1520,0.05926913
1524,0.013597429
1526,0.012657523
1528,0.9537785
1529,0.0048419833
1531,0.0046666265
1532,0.011275351
1534,0.980095
1536,0.9699463
1537,0.006738484
1540,0.005461514
1541,0.94863266
1542,0.035803616
1545,0.011467695
1546,0.003909886
1547,0.013111651
1548,0.044284523
1550,0.0123490095
1551,0.5222282
1552,0.00304842
1554,0.010721803
1555,0.025346816
1556,0.01548332
1557,0.96222365
1559,0.9886033
1561,0.0072237253
1562,0.8505355
1563,0.12577635
1567,0.15150219
1569,0.006748259
1570,0.005642712
1571,0.004987061
1574,0.9617453
1578,0.93990976
1580,0.05233717
1581,0.9575384
1583,0.110000074
1584,0.9853491
1585,0.83161503
1586,0.0055322647
1588,0.023385346
1589,0.98640907
1590,0.022025466
1591,0.0067323446
1592,0.4079885
1593,0.96445024
1596,0.012483835
1602,0.0060333014
1604,0.0042055845
1607,0.0080628395
1610,0.96381295
1612,0.016258717
1613,0.0068403482
1619,0.013233125
1622,0.022484839
1626,0.09548479
1628,0.013140559
1630,0.9696921
1631,0.9653684
1632,0.011734843
1633,0.96545905
1634,0.16363007
1642,0.015794039
1645,0.340698
1647,0.006903827
1648,0.021222115
1650,0.103167
1651,0.9500568
1652,0.818934
1655,0.018917918
1656,0.02509582
1657,0.008335531
1658,0.006716728
1659,0.95853996
1660,0.01110363
1661,0.9661007
1662,0.105563104
1663,0.0039440393
1664,0.01681155
1666,0.033462167
1667,0.0077881813
1669,0.97238797
1671,0.021074176
1672,0.0050834417
1675,0.98025584
1676,0.10815978
1678,0.0058377385
1682,0.029576361
1685,0.02197355
1688,0.015596986
1689,0.031264544
1690,0.010677278
1693,0.018318951
1695,0.041778624
1696,0.13073736
1698,0.0032399297
1699,0.008968234
1702,0.02447927
1704,0.9568942
1705,0.9630042
1707,0.011637509
1708,0.012581944
1709,0.016623318
1710,0.9904202
1711,0.8932673
1714,0.97173196
1715,0.030822992
1716,0.94770056
1720,0.0042340755
1722,0.0055935383
1723,0.013941705
1724,0.010509431
1725,0.019367695
1727,0.01609373
1729,0.0073063374
1730,0.0041891336
1732,0.015642643
1734,0.015812755
1735,0.9604744
1737,0.9899241
1739,0.97884184
1741,0.2476576
1742,0.010645151
1746,0.07226074
1747,0.96700907
1750,0.95561063
1753,0.109255075
1755,0.9660066
1758,0.008060396
1760,0.0038109422
1761,0.9752937
1763,0.009876072
1764,0.019365907
1767,0.01769656
1769,0.012356639
1773,0.0060813427
1775,0.0074789524
1776,0.011921823
1777,0.06613904
1781,0.9774733
1782,0.9613186
1783,0.011743009
1786,0.006623566
1792,0.011105955
1796,0.96920323
1798,0.011254489
1799,0.028500676
1800,0.988941
1802,0.9302103
1803,0.98611677
1804,0.005162418
1805,0.9873834
1806,0.07020384
1807,0.95693755
1808,0.0058648586
1810,0.008460343
1813,0.011718929
1814,0.0078498125
1815,0.015157223
1816,0.013076723
1817,0.050626934
1818,0.0055086613
1820,0.011411667
1821,0.9606196
1823,0.022373974
1826,0.9887686
1828,0.008210897
1832,0.9905294
1834,0.012429535
1836,0.97358334
1839,0.057581782
1844,0.9681885
1845,0.9659985
1846,0.004881859
1852,0.0072669983
1855,0.100786805
1858,0.010752976
1859,0.06620753
1862,0.8333759
1863,0.034049273
1865,0.9652024
1866,0.95539695
1867,0.98054624
1871,0.0053274035
1872,0.010192335
1879,0.9745354
1880,0.9627404
1882,0.016309202
1883,0.005464077
1884,0.025744557
1886,0.08263415
1887,0.0077412724
1888,0.920773
1889,0.010673881
1891,0.9443631
1893,0.9642938
1894,0.9638293
1895,0.0029910207
1899,0.0036633015
1900,0.022698581
1902,0.97454035
1904,0.97767293
1906,0.8538056
1907,0.0049437284
1909,0.0040116906
1911,0.009271622
1919,0.96407163
1921,0.009964287
1922,0.9773546
1923,0.97653025
1925,0.032023847
1926,0.9812986
1928,0.012402356
1929,0.034048557
1930,0.010420382
1931,0.019293189
1933,0.005321145
1934,0.9886597
1935,0.95674485
1936,0.020284772
1939,0.629977
1942,0.016201794
1944,0.9863277
1946,0.007137716
1953,0.37491906
1955,0.041251898
1958,0.98624325
1960,0.9647076
1966,0.9705916
1967,0.017838359
1969,0.03343731
1974,0.0048190355
1976,0.95568055
1978,0.005138576
1981,0.9877209
1983,0.46379226
1984,0.015490472
1988,0.92182183
1996,0.005333543
1998,0.24205106
2006,0.97389257
2008,0.07320845
2009,0.010916293
2010,0.0051779747
2015,0.00861758
2017,0.018175423
2018,0.024180055
2019,0.036865234
2020,0.42288792
2021,0.90064114
2023,0.9713024
2025,0.009246945
2028,0.0314759
2029,0.014522612
2031,0.009228706
2032,0.037038147
2034,0.06512368
2036,0.044706523
2037,0.017216086
2039,0.01507616
2041,0.0044571757
2044,0.9524781
2045,0.011907935
2047,0.0070975423
2049,0.9883209
2050,0.011898994
2054,0.97623086
2056,0.056828678
2058,0.0033025742
2060,0.968541
2062,0.9769606
2064,0.96395105
2066,0.9846612
2068,0.004653156
2069,0.022685707
2071,0.041897178
2072,0.9766357
2074,0.96651155
2077,0.16646135
2079,0.015816987
2085,0.47732198
2088,0.9892861
2090,0.010768354
2094,0.9397446
2095,0.006137252
2096,0.9581598
2097,0.963886
2098,0.004206538
2100,0.86736804
2102,0.97176677
2106,0.97235334
2108,0.005515635
2109,0.0148651
2112,0.08835292
2114,0.9867698
2116,0.11248493
2117,0.9790755
2118,0.01286155
2120,0.9633236
2124,0.97630894
2125,0.011393487
2128,0.97030073
2129,0.9695807
2131,0.011927724
2132,0.95166636
2134,0.9735925
2135,0.00442034
2136,0.008449793
2137,0.946941
2141,0.98473895
2143,0.96808934
2144,0.9065445
2148,0.014796495
2151,0.9713383
2157,0.06608194
2161,0.95109797
2163,0.03820783
2165,0.110465825
2166,0.978288
2167,0.9706718
2168,0.9789853
2170,0.94721496
2171,0.005242586
2174,0.9543995
2176,0.0057424307
2181,0.9633506
2182,0.9684757
2183,0.0054523945
2186,0.0133193135
2192,0.017752588
2193,0.94091505
2194,0.69825083
2196,0.008345842
2197,0.009503841
2205,0.9668681
2208,0.6616292
2210,0.0040625334
2211,0.9101097
2212,0.0699383
2215,0.9632511
2221,0.9693054
2222,0.9693905
2223,0.06372547
2225,0.0598619
2226,0.010528147
2229,0.0053423047
2231,0.0068451166
2233,0.092172325
2234,0.01887399
2235,0.96942186
2236,0.96087825
2237,0.010843039
2238,0.0058353543
2239,0.10148144
2241,0.9655821
2249,0.9832474
2250,0.9609677
2251,0.091825485
2254,0.9691296
2255,0.003916025
2256,0.9729707
2257,0.019106746
2259,0.033875823
2260,0.9769451
2261,0.71191037
2262,0.9549281
2263,0.9612916
2265,0.005662501
2270,0.012961209
2271,0.004831791
2272,0.0073946714
2273,0.9636519
2274,0.5842229
2279,0.053635716
2280,0.013453722
2281,0.01592356
2282,0.005099714
2285,0.96837837
2287,0.92656857
2292,0.043375254
2294,0.010446906
2295,0.013382256
2296,0.02263403
2297,0.012000024
2298,0.96264875
2299,0.97158116
2300,0.95851004
2304,0.9835332
2305,0.36448866
2308,0.9785071
2310,0.004484713
2311,0.9662714
2313,0.009038627
2314,0.9667688
2315,0.95688486
2316,0.012501061
2317,0.013511479
2318,0.9620525
2319,0.9727205
2321,0.97497946
2324,0.030474067
2331,0.027347445
2333,0.0074350834
2336,0.008947313
2340,0.35879058
2341,0.018618107
2343,0.016915858
2344,0.96944255
2345,0.9607217
2346,0.9788853
2352,0.9618918
2353,0.008767068
2354,0.007920086
2357,0.1352818
2358,0.97753155
2361,0.029155076
2366,0.008342862
2367,0.756905
2369,0.9596134
2370,0.004196942
2371,0.96196556
2372,0.98980296
2373,0.9651734
2376,0.0036773682
2378,0.971619
2379,0.8633014
2380,0.0058300495
2381,0.0050306916
2384,0.076847315
2387,0.004354596
2390,0.035588086
2392,0.011524439
2394,0.96461
2396,0.02099353
2397,0.95734155
2398,0.974796
2399,0.0049104095
2400,0.9614418
2405,0.012090623
2408,0.020249724
2411,0.03294134
2416,0.84471846
2417,0.009323478
2418,0.03521055
2421,0.0036208034
2423,0.03864014
2424,0.019441187
2426,0.012676775
2428,0.98706937
2429,0.006951213
2430,0.016127288
2431,0.017461658
2432,0.030600548
2434,0.9771891
2436,0.006683588
2438,0.96517605
2439,0.045479715
2442,0.96090025
2443,0.046249688
2445,0.03652364
2446,0.0143041015
2448,0.014802396
2449,0.0030905604
2450,0.09453982
2451,0.961404
2453,0.0057376623
2455,0.9625809
2456,0.009197712
2459,0.019484043
2460,0.008867562
2461,0.70416546
2466,0.0061198473
2467,0.26304907
2468,0.054960728
2470,0.9754447
2474,0.98367846
2475,0.8917254
2479,0.009845018
2486,0.9675075
2489,0.8240047
2490,0.05374223
2491,0.9608354
2492,0.004555583
2494,0.9237941
2497,0.0076865554
2499,0.014514744
2500,0.9661699
2502,0.9624228
2504,0.01846093
2505,0.96290845
2506,0.021609664
2507,0.27389318
2509,0.01668042
2510,0.009646773
2512,0.009613991
2517,0.09491366
2518,0.96149087
2519,0.85269105
2520,0.032069862
2522,0.085015416
2523,0.9726318
2525,0.0071718097
2530,0.09723431
2532,0.9684688
2533,0.34944594
2535,0.007747829
2538,0.06421739
2539,0.07792455
2540,0.004270017
2549,0.986293
2550,0.8291235
2555,0.0048745275
2556,0.011490524
2557,0.008862972
2558,0.909974
2559,0.06277037
2561,0.9604268
2563,0.9834168
2564,0.96824056
2567,0.1584627
2568,0.0056045055
2570,0.008954823
2573,0.13542062
2575,0.732515
2578,0.011577189
2581,0.030937076
2582,0.98445547
2584,0.032219827
2588,0.039126277
2589,0.01068157
2590,0.9716418
2592,0.008157253
2594,0.007762611
2595,0.07746166
2599,0.9631138
2603,0.0041189194
2605,0.013951778
2607,0.046564043
2609,0.98887163
2611,0.8976553
2613,0.014470398
2614,0.3222775
2617,0.004638374
2620,0.0049055815
2621,0.029169321
2622,0.025018632
2623,0.008398235
2632,0.006302297
2634,0.9469963
2639,0.0043177605
2643,0.028673947
2644,0.9688186
2646,0.96716076
2648,0.9899503
2650,0.13046992
2657,0.0036854148
2658,0.0068894625
2659,0.9610722
2660,0.0651415
2661,0.95799947
2664,0.98872036
2671,0.022021592
2672,0.078653336
2673,0.9750447
2674,0.01810819
2677,0.9614308
2679,0.010455966
2680,0.0150821805
2681,0.27592784
2682,0.03180152
2683,0.006497085
2687,0.0072929263
2688,0.073863745
2689,0.97782737
2692,0.004297316
2693,0.005646825
2695,0.013358653
2697,0.9563781
2699,0.028449714
2700,0.004209459
2701,0.017530322
2704,0.07801962
2705,0.98381954
2708,0.058184683
2711,0.97059506
2713,0.003837347
2715,0.012100995
2717,0.0070263147
2718,0.95905674
2719,0.9571588
2721,0.029532552
2723,0.010022938
2724,0.013896048
2725,0.0096024275
2727,0.9819277
2730,0.9713066
2731,0.004469812
2735,0.9790171
2738,0.025829911
2740,0.004706919
2741,0.02044493
2744,0.0048039556
2745,0.02026999
2746,0.014024913
2749,0.0077126026
2750,0.008638322
2753,0.016921282
2759,0.2233643
2760,0.0068798065
2761,0.9571248
2764,0.013608336
2766,0.04190415
2767,0.01359117
2775,0.011259139
2778,0.0035040975
2780,0.9904137
2783,0.15841717
2784,0.011058629
2785,0.97070396
2787,0.11264163
2788,0.9571953
2789,0.007712364
2790,0.00530982
2791,0.013068855
2792,0.019192874
2794,0.0043928027
2795,0.9220437
2796,0.96065545
2797,0.8862593
2798,0.09654623
2799,0.02800113
2810,0.95577174
2812,0.026786149
2815,0.007468641
2819,0.048508823
2825,0.02187723
2827,0.9642162
2828,0.018444598
2829,0.007501304
2832,0.8082551
2834,0.014769077
2836,0.86561984
2837,0.042933643
2838,0.003257811
2839,0.0036342144
2840,0.007368326
2841,0.9677007
2843,0.0060759187
2844,0.1466459
2845,0.008388042
2849,0.008894861
2851,0.15034229
2854,0.00620687
2855,0.9762856
2857,0.633835
2858,0.9883196
2861,0.005317509
2862,0.17562503
2863,0.96807134
2864,0.018100858
2865,0.6986886
2866,0.96252024
2867,0.95025164
2869,0.0077974796
2870,0.93023396
2871,0.9630671
2872,0.87361056
2874,0.0065339208
2875,0.008909345
2876,0.01239574
2877,0.092282295
2878,0.009727299
2879,0.011503577
2880,0.9687062
2882,0.0032485723
2884,0.009187639
2886,0.0039654374
2887,0.007750869
2890,0.026764274
2891,0.9708857
2894,0.023589194
2895,0.643196
2897,0.011434019
2902,0.042732596
2904,0.960507
2907,0.96331984
2908,0.95999
2909,0.021092474
2910,0.022665203
2913,0.20152342
2914,0.01647669
2917,0.02486974
2918,0.13890779
2920,0.00626868
2921,0.0164963
2925,0.9676788
2926,0.019914687
2928,0.9649551
2929,0.01049149
2930,0.69014335
2931,0.0054299235
2933,0.20527643
2934,0.83040583
2935,0.11495292
2937,0.018973231
2940,0.9890626
2941,0.9792199
2943,0.9598566
2944,0.9803036
2945,0.0047060847
2947,0.014522612
2948,0.024029136
2950,0.9743436
2951,0.0906747
2952,0.008047998
2954,0.94167566
2957,0.051120102
2958,0.004110396
2961,0.21635753
2964,0.00699836
2966,0.95125407
2968,0.004958689
2973,0.027194262
2975,0.0037502646
2977,0.014155865
2979,0.04062754
2981,0.9715319
2983,0.008520782
2986,0.96493465
2988,0.9489254
2989,0.119497955
2990,0.007896066
2992,0.0043219924
2995,0.011202157
2996,0.19317347
2997,0.0059816837
3000,0.008443832
3002,0.008459985
3003,0.09076035
3004,0.95367163
3008,0.030016541
3011,0.9702539
3013,0.011167049
3016,0.03028518
3019,0.022880614
3023,0.95942116
3024,0.049205065
3026,0.93645537
3028,0.0048294663
3030,0.96848667
3031,0.96750796
3036,0.035285294
3038,0.030609488
3042,0.046265602
3043,0.967113
3044,0.97430336
3046,0.96348727
3047,0.9929785
3049,0.6950619
3051,0.9718625
3056,0.009690583
3057,0.004159689
3059,0.7359872
3063,0.59371895
3064,0.053905785
3066,0.012587547
3067,0.9712184
3069,0.0046768785
3071,0.004662633
3072,0.9933269
3073,0.9565205
3074,0.00474447
3078,0.8893885
3079,0.9704139
3080,0.0071393847
3082,0.98864204
3084,0.07419717
3085,0.030213654
3086,0.62191904
3088,0.9256671
3092,0.04441452
3095,0.9654189
3098,0.024238408
3099,0.19193316
3100,0.98041946
3101,0.9836503
3102,0.6800268
3103,0.94658124
3104,0.9606385
3105,0.04235065
3106,0.028599024
3108,0.19024795
3109,0.97141045
3111,0.01309365
3113,0.026485741
3116,0.01617378
3117,0.015926123
3119,0.9808793
3120,0.0049394965
3121,0.96619457
3122,0.010457873
3123,0.79707956
3126,0.9158805
3128,0.003677249
3130,0.984673
3132,0.012391627
3134,0.92727137
3137,0.0056346655
3139,0.008570254
